edge,from_node,to_node
480,100,651
481,100,694
482,100,756
483,100,1530
484,101,423
485,101,638
486,101,954
487,101,1546
488,102,649
489,102,812
490,102,895
491,102,1565
492,103,235
493,103,461
494,103,1047
495,103,1365
496,104,268
497,104,495
498,104,540
499,104,970
500,104,1029
501,105,530
502,105,838
503,105,1023
504,105,1520
505,105,1573
506,106,237
507,106,263
508,106,654
509,106,721
510,106,991
511,107,145
512,107,386
513,107,492
514,107,866
515,107,1396
516,108,175
517,108,362
518,108,387
519,108,661
520,108,984
521,109,780
522,109,808
523,110,461
524,110,740
525,110,785
526,110,1250
527,110,1260
528,111,252
529,111,278
530,111,426
531,111,478
532,111,1510
533,112,305
534,112,827
535,112,1094
536,112,1147
537,112,1328
538,113,190
539,113,367
540,113,555
541,113,584
542,113,617
543,114,138
544,114,292
545,114,604
546,114,791
547,114,1049
548,115,473
549,115,565
550,115,584
551,115,962
552,115,1438
553,116,1279
554,116,1526
555,117,380
556,117,884
557,117,979
558,117,1479
559,117,1519
560,118,132
561,118,228
562,118,1132
563,118,1255
564,118,1553
565,119,230
566,119,428
567,119,700
568,119,1436
569,119,1567
570,120,349
571,120,698
572,120,705
573,120,1216
574,120,1389
575,121,532
576,121,564
577,121,747
578,121,921
579,121,985
580,122,286
581,122,476
582,122,955
583,122,1169
584,122,1549
585,123,166
586,123,301
587,123,631
588,123,1382
589,123,1564
590,124,439
591,124,1089
592,124,1476
593,124,1530
594,124,1552
595,125,154
596,125,336
597,125,765
598,125,1328
599,125,1469
600,126,465
601,126,998
602,126,1137
603,126,1310
604,126,1578
605,127,505
606,127,621
607,127,715
608,127,995
609,127,1205
610,128,296
611,128,980
612,128,1182
613,129,151
614,129,842
615,129,1035
616,129,1385
617,130,571
618,130,811
619,130,855
620,130,916
621,130,1567
622,131,149
623,131,273
624,131,335
625,131,420
626,131,844
627,132,626
628,132,652
629,132,1104
630,133,1129
631,133,1239
632,133,1504
633,133,1511
634,134,1317
635,134,1493
636,134,1500
637,135,140
638,135,819
639,135,1054
640,136,174
641,136,389
642,136,667
643,136,914
644,136,1521
645,137,420
646,137,520
647,137,1348
648,137,1407
649,138,693
650,138,754
651,138,1030
652,138,1157
653,139,290
654,139,746
655,139,943
656,139,1403
657,139,1539
658,140,494
659,140,834
660,140,912
661,140,983
662,141,769
663,141,792
664,141,1146
665,141,1343
666,141,1477
667,142,545
668,142,750
669,142,1028
670,142,1093
671,143,272
672,143,1290
673,143,1409
674,143,1494
675,144,418
676,144,523
677,144,802
678,144,939
679,144,1306
680,145,509
681,145,665
682,145,792
683,145,937
684,146,165
685,146,440
686,146,702
687,146,944
688,146,1600
689,147,308
690,147,926
691,147,1046
692,147,1424
693,147,1505
694,148,236
695,148,284
696,148,295
697,148,1075
698,148,1152
699,149,749
700,149,775
701,149,922
702,149,1422
703,150,800
704,150,1008
705,150,1123
706,150,1153
707,150,1475
708,151,421
709,151,492
710,151,765
711,151,841
712,152,606
713,152,675
714,152,748
715,152,1189
716,152,1587
717,153,274
718,153,296
719,153,812
720,153,947
721,153,1283
722,154,578
723,154,877
724,154,936
725,154,1145
726,155,377
727,155,570
728,155,1156
729,155,1427
730,156,239
731,156,690
732,156,881
733,156,1164
734,157,352
735,157,526
736,157,992
737,157,1106
738,157,1373
739,158,329
740,158,379
741,158,1031
742,158,1208
743,158,1352
744,159,164
745,159,398
746,159,660
747,159,1040
748,159,1492
749,160,429
750,160,640
751,160,691
752,160,827
753,160,961
754,161,224
755,161,233
756,161,241
757,161,350
758,161,699
759,162,174
760,162,194
761,162,385
762,162,587
763,162,1260
764,163,354
765,163,1089
766,163,1119
767,163,1238
768,163,1552
769,164,292
770,164,681
771,164,754
772,164,1348
773,165,207
774,165,215
775,165,473
776,165,1560
777,166,548
778,166,1069
779,166,1460
780,167,312
781,167,460
782,167,752
783,167,1516
784,167,1549
785,168,645
786,168,668
787,168,963
788,168,1091
789,168,1232
790,169,251
791,169,384
792,169,438
793,169,1195
794,169,1219
795,170,383
796,170,406
797,170,728
798,170,1298
799,171,213
800,171,902
801,171,1113
802,171,1126
803,171,1354
804,172,385
805,172,462
806,172,837
807,172,1052
808,172,1290
809,173,630
810,173,715
811,173,1273
812,173,1487
813,174,1094
814,174,1459
815,174,1558
816,175,308
817,175,852
818,175,1119
819,175,1592
820,176,271
821,176,423
822,176,1088
823,176,1186
824,176,1528
825,177,188
826,177,699
827,177,1152
828,177,1235
829,177,1361
830,178,799
831,178,985
832,178,1060
833,178,1324
834,178,1337
835,179,731
836,179,1334
837,179,1411
838,179,1467
839,179,1479
840,180,309
841,180,570
842,180,798
843,180,867
844,180,1328
845,181,545
846,181,810
847,181,1263
848,181,1409
849,181,1419
850,182,464
851,182,551
852,182,562
853,182,684
854,182,1039
855,183,438
856,183,628
857,183,633
858,183,1014
859,183,1370
860,184,412
861,184,495
862,184,569
863,184,1243
864,185,206
865,185,319
866,185,1463
867,185,1579
868,185,1580
869,186,878
870,186,994
871,186,1132
872,186,1447
873,187,506
874,187,660
875,187,1032
876,187,1044
877,187,1448
878,188,221
879,188,960
880,188,1439
881,188,1486
882,189,669
883,189,743
884,189,1347
885,189,1420
886,189,1518
887,190,797
888,190,988
889,190,1471
890,191,209
891,191,357
892,191,555
893,191,713
894,191,938
895,192,587
896,192,891
897,192,1376
898,192,1467
899,193,496
900,193,1233
901,193,1395
902,193,1561
903,193,1572
904,194,308
905,194,524
906,194,526
907,194,1276
908,195,731
909,195,764
910,195,868
911,195,1151
912,195,1356
913,196,229
914,196,543
915,196,1199
916,196,1462
917,196,1578
918,197,951
919,197,1194
920,197,1287
921,197,1524
922,197,1543
923,198,757
924,198,862
925,198,869
926,198,1434
927,199,693
928,199,1126
929,199,1238
930,200,344
931,200,527
932,200,596
933,200,875
934,200,1419
935,201,758
936,201,1033
937,201,1180
938,201,1392
939,201,1430
940,202,257
941,202,646
942,202,663
943,202,945
944,202,1447
945,203,409
946,203,669
947,203,922
948,203,1058
949,204,723
950,204,763
951,204,1438
952,204,1466
953,205,618
954,205,674
955,205,1566
956,206,435
957,206,1349
958,206,1577
959,207,549
960,207,580
961,207,1318
962,207,1416
963,208,300
964,208,303
965,208,616
966,208,617
967,208,1050
968,209,751
969,209,1134
970,210,782
971,210,910
972,211,390
973,211,733
974,211,1281
975,211,1348
976,211,1350
977,212,369
978,212,595
979,212,768
980,212,1131
981,213,922
982,213,1153
983,213,1202
984,213,1319
985,214,530
986,214,563
987,214,1253
988,214,1370
989,214,1529
990,215,257
991,215,1076
992,215,1227
993,215,1598
994,216,682
995,216,803
996,216,935
997,216,1151
998,217,242
999,217,594
1000,217,925
1001,217,1332
1002,217,1581
1003,218,332
1004,218,515
1005,218,615
1006,218,624
1007,218,1266
1008,219,529
1009,219,928
1010,219,1108
1011,219,1326
1012,220,481
1013,220,553
1014,220,613
1015,220,650
1016,220,1074
1017,221,439
1018,221,739
1019,221,1583
1020,222,241
1021,222,1088
1022,222,1308
1023,222,1525
1024,222,1592
1025,223,274
1026,223,597
1027,223,846
1028,223,1033
1029,223,1314
1030,224,465
1031,224,798
1032,224,1306
1033,225,396
1034,225,410
1035,225,560
1036,225,835
1037,225,1133
1038,226,275
1039,226,457
1040,226,1353
1041,226,1443
1042,226,1556
1043,227,566
1044,227,813
1045,227,889
1046,227,969
1047,227,999
1048,228,276
1049,228,516
1050,228,1460
1051,229,406
1052,229,861
1053,229,1206
1054,229,1276
1055,230,258
1056,230,358
1057,230,882
1058,230,1435
1059,231,254
1060,231,401
1061,231,962
1062,231,1245
1063,231,1584
1064,232,533
1065,232,600
1066,232,804
1067,232,1155
1068,232,1486
1069,233,407
1070,233,507
1071,233,1312
1072,233,1340
1073,234,565
1074,234,803
1075,234,906
1076,234,1327
1077,234,1491
1078,235,465
1079,235,589
1080,235,1006
1081,235,1430
1082,236,1172
1083,236,1207
1084,236,1373
1085,236,1486
1086,237,389
1087,237,904
1088,237,906
1089,238,1339
1090,238,1544
1091,238,1568
1092,239,553
1093,239,556
1094,239,1433
1095,239,1594
1096,240,961
1097,240,1105
1098,240,1309
1099,240,1458
1100,240,1584
1101,241,837
1102,241,1339
1103,241,1491
1104,242,298
1105,242,760
1106,242,855
1107,242,1027
1108,243,347
1109,243,603
1110,243,754
1111,243,1359
1112,244,508
1113,244,622
1114,244,1208
1115,244,1511
1116,244,1512
1117,245,396
1118,245,698
1119,245,1101
1120,245,1386
1121,245,1586
1122,246,394
1123,246,395
1124,246,424
1125,246,1014
1126,246,1440
1127,247,840
1128,247,1045
1129,247,1067
1130,247,1225
1131,247,1336
1132,248,946
1133,248,1417
1134,248,1423
1135,248,1490
1136,248,1498
1137,249,630
1138,249,729
1139,249,739
1140,249,1067
1141,249,1546
1142,250,739
1143,250,781
1144,250,857
1145,250,1097
1146,250,1277
1147,251,634
1148,251,1078
1149,251,1135
1150,252,293
1151,252,492
1152,252,631
1153,252,1306
1154,253,404
1155,253,1182
1156,253,1254
1157,253,1309
1158,253,1513
1159,254,279
1160,254,286
1161,254,483
1162,254,1217
1163,255,380
1164,255,618
1165,255,1053
1166,255,1350
1167,256,332
1168,256,444
1169,256,915
1170,256,968
1171,256,1546
1172,257,1165
1173,257,1171
1174,257,1393
1175,258,709
1176,258,1067
1177,258,1114
1178,258,1433
1179,259,353
1180,259,410
1181,259,929
1182,259,1199
1183,259,1241
1184,260,303
1185,260,416
1186,260,1061
1187,260,1153
1188,260,1286
1189,261,684
1190,261,809
1191,261,929
1192,261,1196
1193,261,1419
1194,262,559
1195,262,777
1196,262,848
1197,262,1349
1198,263,374
1199,263,380
1200,263,1026
1201,263,1114
1202,264,393
1203,264,557
1204,264,634
1205,264,955
1206,265,446
1207,265,706
1208,265,1244
1209,265,1354
1210,265,1355
1211,266,680
1212,266,752
1213,266,1046
1214,266,1211
1215,267,504
1216,267,666
1217,267,793
1218,267,802
1219,267,1313
1220,268,480
1221,268,827
1222,268,920
1223,268,1187
1224,269,342
1225,269,671
1226,269,803
1227,269,842
1228,269,1517
1229,270,490
1230,270,604
1231,270,673
1232,270,880
1233,270,1068
1234,271,663
1235,271,668
1236,271,930
1237,271,1147
1238,272,491
1239,272,847
1240,272,912
1241,272,1359
1242,273,285
1243,273,430
1244,273,1043
1245,273,1443
1246,274,350
1247,274,437
1248,274,1176
1249,275,324
1250,275,432
1251,275,493
1252,275,1115
1253,276,432
1254,276,1051
1255,276,1080
1256,277,559
1257,277,623
1258,277,713
1259,277,780
1260,277,1175
1261,278,565
1262,278,898
1263,278,1296
1264,279,902
1265,279,922
1266,279,1140
1267,279,1524
1268,280,556
1269,280,776
1270,280,1038
1271,280,1110
1272,280,1172
1273,281,309
1274,281,1110
1275,281,1292
1276,281,1463
1277,281,1504
1278,282,304
1279,282,496
1280,282,708
1281,282,1187
1282,282,1253
1283,283,458
1284,283,494
1285,283,576
1286,283,904
1287,283,1355
1288,284,921
1289,285,348
1290,285,377
1291,285,869
1292,285,1426
1293,286,333
1294,286,1149
1295,286,1221
1296,287,337
1297,287,413
1298,287,453
1299,287,1248
1300,287,1527
1301,288,482
1302,288,1051
1303,288,1251
1304,288,1268
1305,289,706
1306,289,1226
1307,289,1264
1308,289,1361
1309,289,1565
1310,290,306
1311,290,770
1312,290,1445
1313,291,572
1314,291,716
1315,291,1242
1316,291,1372
1317,292,380
1318,292,1196
1319,292,1521
1320,293,446
1321,293,1357
1322,293,1478
1323,293,1577
1324,294,363
1325,294,519
1326,294,659
1327,294,993
1328,294,1465
1329,295,578
1330,295,936
1331,295,1184
1332,295,1517
1333,296,475
1334,296,908
1335,296,974
1336,297,400
1337,297,646
1338,297,972
1339,297,993
1340,297,1052
1341,298,411
1342,298,737
1343,298,1106
1344,298,1266
1345,299,495
1346,299,544
1347,299,806
1348,299,1258
1349,300,1356
1350,300,1369
1351,300,1465
1352,301,612
1353,301,1051
1354,301,1183
1355,301,1415
1356,302,874
1357,302,907
1358,302,1082
1359,302,1275
1360,302,1350
1361,303,1448
1362,303,1545
1363,303,1594
1364,304,824
1365,304,948
1366,304,1211
1367,304,1382
1368,305,457
1369,305,531
1370,305,1077
1371,305,1159
1372,306,746
1373,306,1036
1374,306,1529
1375,307,391
1376,307,888
1377,307,1029
1378,307,1076
1379,307,1114
1380,308,762
1381,308,898
1382,309,400
1383,309,1043
1384,309,1081
1385,310,507
1386,310,520
1387,310,827
1388,310,1184
1389,310,1560
1390,311,774
1391,311,1019
1392,311,1036
1393,311,1206
1394,311,1485
1395,312,340
1396,312,1025
1397,312,1558
1398,313,366
1399,313,379
1400,313,1069
1401,313,1598
1402,314,1086
1403,314,1346
1404,314,1368
1405,314,1397
1406,315,378
1407,315,963
1408,315,1091
1409,315,1368
1410,316,863
1411,316,1366
1412,316,1388
1413,316,1558
1414,317,506
1415,317,1125
1416,317,1175
1417,317,1468
1418,317,1558
1419,318,586
1420,318,673
1421,318,1367
1422,318,1476
1423,318,1541
1424,319,739
1425,319,778
1426,319,1211
1427,320,369
1428,320,867
1429,320,920
1430,320,1411
1431,320,1415
1432,321,552
1433,321,1092
1434,321,1256
1435,321,1556
1436,322,567
1437,322,699
1438,322,969
1439,322,1239
1440,322,1540
1441,323,575
1442,323,1222
1443,323,1223
1444,323,1338
1445,323,1406
1446,324,369
1447,324,681
1448,324,877
1449,324,1358
1450,325,1044
1451,325,1388
1452,325,1390
1453,325,1483
1454,325,1491
1455,326,339
1456,326,512
1457,326,902
1458,326,1063
1459,326,1066
1460,327,588
1461,327,647
1462,327,1287
1463,327,1443
1464,327,1532
1465,328,570
1466,328,588
1467,328,644
1468,328,1181
1469,328,1381
1470,329,618
1471,329,686
1472,329,864
1473,329,1585
1474,330,640
1475,330,940
1476,330,1095
1477,330,1453
1478,331,406
1479,331,577
1480,331,916
1481,331,1284
1482,331,1319
1483,332,942
1484,332,946
1485,332,1329
1486,333,692
1487,333,778
1488,333,1352
1489,333,1408
1490,334,367
1491,334,528
1492,334,780
1493,334,1047
1494,334,1154
1495,335,453
1496,335,684
1497,335,834
1498,335,1026
1499,336,630
1500,336,869
1501,336,1571
1502,337,1075
1503,337,1135
1504,337,1316
1505,337,1392
1506,338,536
1507,338,1044
1508,338,1109
1509,338,1142
1510,338,1401
1511,339,762
1512,339,1051
1513,339,1257
1514,339,1293
1515,340,341
1516,340,429
1517,340,819
1518,340,1122
1519,341,415
1520,341,585
1521,341,937
1522,341,994
1523,342,512
1524,342,945
1525,342,972
1526,342,1338
1527,343,393
1528,343,735
1529,343,1496
1530,343,1513
1531,344,483
1532,344,685
1533,344,1160
1534,344,1316
1535,345,454
1536,345,801
1537,345,931
1538,345,1002
1539,345,1540
1540,346,449
1541,346,936
1542,346,1187
1543,346,1517
1544,346,1568
1545,347,799
1546,347,826
1547,347,906
1548,347,1090
1549,348,392
1550,348,1060
1551,348,1178
1552,348,1534
1553,349,842
1554,349,1238
1555,349,1245
1556,349,1491
1557,350,1025
1558,350,1381
1559,351,541
1560,351,711
1561,351,825
1562,351,1116
1563,351,1586
1564,352,614
1565,352,1086
1566,352,1582
1567,352,1598
1568,353,383
1569,353,518
1570,353,642
1571,353,1350
1572,354,383
1573,354,594
1574,354,1366
1575,354,1517
1576,355,670
1577,355,735
1578,355,772
1579,355,872
1580,355,1534
1581,356,513
1582,356,673
1583,356,950
1584,356,953
1585,356,1337
1586,357,651
1587,357,864
1588,357,1034
1589,357,1069
1590,358,660
1591,358,757
1592,358,986
1593,358,1466
1594,359,387
1595,359,502
1596,359,728
1597,359,869
1598,359,1288
1599,360,877
1600,360,944
1601,360,1396
1602,360,1590
1603,361,787
1604,361,1171
1605,361,1293
1606,361,1478
1607,362,442
1608,362,1087
1609,362,1165
1610,362,1576
1611,363,674
1612,363,1088
1613,363,1165
1614,363,1242
1615,364,381
1616,364,656
1617,364,904
1618,364,1175
1619,365,608
1620,365,730
1621,365,1168
1622,365,1239
1623,365,1303
1624,366,710
1625,366,1281
1626,366,1439
1627,366,1524
1628,367,458
1629,367,1055
1630,367,1314
1631,368,700
1632,368,768
1633,368,779
1634,368,1285
1635,368,1387
1636,369,440
1637,370,447
1638,370,589
1639,370,924
1640,370,980
1641,370,1053
1642,371,591
1643,371,850
1644,371,1421
1645,371,1436
1646,372,488
1647,372,886
1648,372,1101
1649,372,1189
1650,372,1274
1651,373,534
1652,373,913
1653,373,987
1654,373,1104
1655,373,1252
1656,374,750
1657,374,779
1658,374,798
1659,374,1035
1660,375,411
1661,375,579
1662,375,1246
1663,375,1541
1664,376,450
1665,376,902
1666,376,1230
1667,376,1312
1668,377,502
1669,377,1050
1670,378,467
1671,378,1063
1672,378,1559
1673,379,563
1674,379,811
1675,379,1107
1676,380,1240
1677,381,818
1678,381,864
1679,381,1073
1680,381,1428
1681,382,1277
1682,382,1341
1683,382,1431
1684,382,1555
1685,383,1403
1686,383,1478
1687,384,544
1688,384,675
1689,384,683
1690,385,561
1691,385,844
1692,385,1391
1693,386,521
1694,386,1476
1695,387,691
1696,387,964
1697,387,1045
1698,388,569
1699,388,682
1700,388,991
1701,388,1469
1702,388,1488
1703,389,464
1704,389,562
1705,389,906
1706,390,732
1707,390,1249
1708,390,1570
1709,391,406
1710,391,916
1711,391,1057
1712,391,1580
1713,392,445
1714,392,838
1715,392,1436
1716,393,872
1717,393,958
1718,393,1567
1719,394,547
1720,394,817
1721,394,983
1722,394,1090
1723,395,582
1724,395,657
1725,395,1040
1726,395,1416
1727,396,738
1728,396,1407
1729,397,451
1730,397,693
1731,397,1384
1732,397,1488
1733,398,446
1734,398,1116
1735,398,1195
1736,398,1393
1737,399,640
1738,399,857
1739,399,1021
1740,399,1309
1741,399,1399
1742,400,573
1743,400,805
1744,400,1585
1745,401,650
1746,401,1104
1747,401,1192
1748,401,1438
1749,402,863
1750,402,1038
1751,402,1108
1752,402,1488
1753,403,612
1754,403,1098
1755,403,1145
1756,403,1150
1757,403,1369
1758,404,799
1759,404,1243
1760,404,1437
1761,404,1495
1762,405,814
1763,405,953
1764,405,1153
1765,405,1500
1766,406,1023
1767,407,793
1768,407,1194
1769,407,1276
1770,407,1414
1771,408,879
1772,408,949
1773,408,1096
1774,408,1216
1775,408,1304
1776,409,559
1777,409,621
1778,409,1182
1779,409,1596
1780,410,848
1781,410,1280
1782,410,1313
1783,411,545
1784,411,758
1785,411,976
1786,412,994
1787,412,1177
1788,412,1229
1789,412,1597
1790,413,454
1791,413,582
1792,413,614
1793,413,1020
1794,414,487
1795,414,655
1796,414,1346
1797,414,1353
1798,414,1518
1799,415,478
1800,415,603
1801,415,803
1802,415,1446
1803,416,727
1804,416,1275
1805,416,1521
1806,417,821
1807,417,903
1808,417,928
1809,417,1185
1810,418,451
1811,418,843
1812,418,1065
1813,418,1236
1814,419,717
1815,419,1242
1816,419,1336
1817,419,1344
1818,419,1428
1819,420,529
1820,420,708
1821,420,1359
1822,421,614
1823,421,988
1824,421,1035
1825,421,1225
1826,422,546
1827,422,794
1828,422,810
1829,422,1071
1830,422,1344
1831,423,1007
1832,423,1051
1833,423,1322
1834,424,865
1835,424,878
1836,424,1062
1837,424,1259
1838,425,471
1839,425,860
1840,425,1192
1841,425,1315
1842,425,1369
1843,426,661
1844,426,1143
1845,426,1171
1846,426,1202
1847,427,543
1848,427,603
1849,427,1039
1850,427,1275
1851,428,739
1852,428,1091
1853,428,1498
1854,428,1594
1855,429,477
1856,429,988
1857,429,1262
1858,430,641
1859,430,822
1860,430,1302
1861,431,441
1862,431,1015
1863,431,1256
1864,431,1268
1865,432,886
1866,432,1136
1867,432,1168
1868,433,443
1869,433,949
1870,433,1029
1871,433,1310
1872,433,1471
1873,434,471
1874,434,615
1875,434,746
1876,434,944
1877,434,1487
1878,435,1290
1879,435,1360
1880,435,1418
1881,436,688
1882,436,767
1883,436,830
1884,437,462
1885,437,821
1886,437,928
1887,437,1588
1888,438,590
1889,438,1214
1890,438,1402
1891,439,610
1892,439,1233
1893,439,1328
1894,440,469
1895,440,1339
1896,440,1442
1897,441,623
1898,441,776
1899,441,792
1900,441,1140
1901,442,1093
1902,442,1544
1903,442,1574
1904,442,1590
1905,443,461
1906,443,486
1907,443,820
1908,443,1309
1909,444,492
1910,444,532
1911,444,631
1912,444,1343
1913,445,840
1914,445,1158
1915,445,1177
1916,445,1452
1917,446,519
1918,446,1394
1919,447,463
1920,447,735
1921,447,1538
1922,448,587
1923,448,637
1924,448,1186
1925,448,1291
1926,448,1433
1927,449,543
1928,449,1128
1929,449,1146
1930,449,1156
1931,450,462
1932,450,713
1933,450,965
1934,450,1592
1935,451,637
1936,451,958
1937,451,1351
1938,452,558
1939,452,680
1940,452,1082
1941,452,1555
1942,452,1572
1943,453,1444
1944,453,1516
1945,454,832
1946,454,1376
1947,455,487
1948,455,503
1949,455,744
1950,455,1127
1951,455,1528
1952,456,493
1953,456,704
1954,456,1160
1955,456,1243
1956,456,1570
1957,457,550
1958,457,1340
1959,458,1221
1960,458,1347
1961,458,1481
1962,459,578
1963,459,649
1964,459,806
1965,459,1012
1966,459,1376
1967,460,652
1968,460,785
1969,460,945
1970,460,1078
1971,461,464
1972,461,989
1973,462,513
1974,462,1416
1975,463,565
1976,463,895
1977,463,1196
1978,463,1270
1979,464,502
1980,464,572
1981,465,842
1982,465,990
1983,466,665
1984,466,727
1985,466,779
1986,466,791
1987,466,1424
1988,467,860
1989,467,956
1990,467,1166
1991,467,1214
1992,468,776
1993,468,1117
1994,468,1563
1995,469,1001
1996,469,1201
1997,469,1339
1998,470,862
1999,470,1045
2000,470,1172
2001,470,1249
2002,470,1543
2003,471,875
2004,471,879
2005,471,1433
2006,472,532
2007,472,937
2008,472,1220
2009,472,1480
2010,473,554
2011,473,821
2012,474,475
2013,474,1173
