edge,from_node,to_node
479,100,782
480,100,787
481,100,808
482,100,1302
483,101,361
484,101,750
485,101,973
486,101,1263
487,101,1279
488,102,184
489,102,199
490,102,268
491,102,522
492,102,816
493,103,225
494,103,281
495,103,1140
496,103,1252
497,103,1533
498,104,451
499,104,914
500,104,1022
501,104,1049
502,104,1515
503,105,724
504,105,958
505,105,1175
506,105,1388
507,105,1598
508,106,522
509,106,776
510,106,926
511,106,1220
512,106,1542
513,107,196
514,107,332
515,107,742
516,107,853
517,107,883
518,108,113
519,108,133
520,108,149
521,108,724
522,109,201
523,109,512
524,109,864
525,109,1542
526,109,1554
527,110,141
528,110,870
529,110,961
530,110,1422
531,110,1492
532,111,142
533,111,163
534,111,209
535,111,580
536,111,987
537,112,704
538,112,753
539,112,1119
540,112,1236
541,112,1562
542,113,269
543,113,1129
544,113,1236
545,113,1408
546,114,392
547,114,800
548,114,1069
549,114,1094
550,114,1331
551,115,120
552,115,300
553,115,317
554,115,1529
555,115,1559
556,116,479
557,116,614
558,116,955
559,116,1513
560,117,309
561,117,431
562,117,552
563,117,1127
564,117,1385
565,118,846
566,118,1251
567,118,1367
568,118,1542
569,119,208
570,119,284
571,119,906
572,119,1316
573,119,1365
574,120,1292
575,120,1461
576,120,1481
577,121,162
578,121,313
579,121,375
580,121,862
581,121,1456
582,122,178
583,122,282
584,122,305
585,122,1312
586,122,1545
587,123,844
588,123,990
589,123,1304
590,123,1547
591,123,1552
592,124,258
593,124,277
594,124,498
595,124,768
596,124,1326
597,125,308
598,125,853
599,125,963
600,125,1160
601,125,1284
602,126,338
603,126,686
604,126,778
605,126,1035
606,126,1549
607,127,712
608,127,1046
609,127,1200
610,127,1249
611,127,1503
612,128,241
613,128,315
614,128,891
615,128,900
616,128,1081
617,129,845
618,129,980
619,129,1050
620,129,1143
621,129,1155
622,130,979
623,130,1220
624,130,1341
625,130,1551
626,131,154
627,131,342
628,131,1096
629,131,1104
630,131,1171
631,132,184
632,132,554
633,132,777
634,132,1484
635,132,1586
636,133,487
637,133,500
638,133,866
639,133,1156
640,134,500
641,134,637
642,134,639
643,134,1442
644,134,1494
645,135,137
646,135,885
647,135,1359
648,135,1361
649,136,322
650,136,477
651,136,586
652,136,1275
653,136,1476
654,137,422
655,137,1420
656,137,1558
657,137,1594
658,138,147
659,138,424
660,138,1085
661,138,1157
662,139,319
663,139,541
664,139,669
665,139,671
666,139,987
667,140,595
668,140,895
669,140,945
670,140,1355
671,140,1445
672,141,514
673,141,657
674,141,957
675,141,1506
676,142,255
677,142,370
678,142,1345
679,143,241
680,143,334
681,143,607
682,143,1088
683,143,1312
684,144,353
685,144,433
686,144,750
687,144,947
688,144,1126
689,145,183
690,145,612
691,145,1479
692,145,1513
693,146,731
694,146,827
695,146,1025
696,146,1239
697,146,1292
698,147,310
699,147,619
700,147,1525
701,148,290
702,148,728
703,148,902
704,148,1258
705,148,1364
706,149,859
707,149,936
708,149,1170
709,149,1521
710,150,277
711,150,1061
712,150,1074
713,150,1183
714,151,386
715,151,617
716,151,1172
717,151,1286
718,151,1500
719,152,180
720,152,827
721,152,903
722,152,1320
723,152,1401
724,153,365
725,153,434
726,153,750
727,153,814
728,153,1179
729,154,402
730,154,435
731,154,679
732,155,580
733,155,751
734,155,813
735,155,1117
736,155,1354
737,156,639
738,156,1019
739,156,1073
740,156,1239
741,156,1271
742,157,173
743,157,198
744,157,465
745,157,538
746,157,948
747,158,263
748,158,391
749,158,1150
750,158,1327
751,158,1330
752,159,1111
753,159,1306
754,159,1445
755,159,1484
756,160,494
757,160,704
758,160,1078
759,160,1241
760,160,1329
761,161,171
762,161,252
763,161,703
764,161,825
765,161,1598
766,162,235
767,162,448
768,162,1176
769,162,1463
770,163,326
771,163,497
772,163,874
773,163,1059
774,164,684
775,164,721
776,164,904
777,164,1401
778,164,1452
779,165,372
780,165,554
781,165,1308
782,165,1544
783,166,257
784,166,872
785,166,1006
786,166,1471
787,166,1521
788,167,234
789,167,235
790,167,238
791,167,424
792,167,1558
793,168,271
794,168,593
795,168,1131
796,168,1183
797,168,1406
798,169,325
799,169,835
800,169,1441
801,169,1458
802,170,260
803,170,353
804,170,536
805,170,1159
806,170,1296
807,171,572
808,171,1255
809,171,1351
810,171,1386
811,172,360
812,172,474
813,172,694
814,172,761
815,172,1394
816,173,436
817,173,492
818,173,511
819,173,1486
820,174,262
821,174,515
822,174,766
823,174,1099
824,174,1125
825,175,267
826,175,521
827,175,1237
828,175,1297
829,175,1321
830,176,193
831,176,399
832,176,404
833,176,1023
834,176,1524
835,177,250
836,177,451
837,177,839
838,177,1056
839,177,1370
840,178,216
841,178,253
842,178,279
843,178,1176
844,179,194
845,179,290
846,179,472
847,179,614
848,179,795
849,180,291
850,180,957
851,180,1316
852,181,501
853,181,1149
854,181,1205
855,181,1250
856,182,439
857,182,453
858,182,584
859,182,778
860,182,1554
861,183,343
862,183,1063
863,183,1186
864,183,1440
865,184,537
866,185,269
867,185,460
868,185,586
869,185,591
870,185,1475
871,186,366
872,186,388
873,186,783
874,186,1017
875,187,552
876,187,723
877,187,1011
878,187,1146
879,187,1532
880,188,333
881,188,611
882,188,687
883,188,867
884,188,1341
885,189,278
886,189,341
887,189,543
888,189,1341
889,189,1550
890,190,315
891,190,1054
892,190,1258
893,190,1468
894,190,1548
895,191,389
896,191,624
897,191,1021
898,191,1119
899,191,1574
900,192,366
901,192,589
902,192,678
903,192,791
904,193,440
905,193,705
906,193,968
907,193,996
908,194,484
909,194,684
910,194,980
911,194,1566
912,195,328
913,195,644
914,195,763
915,195,1091
916,195,1290
917,196,592
918,196,956
919,196,964
920,196,1169
921,197,329
922,197,375
923,197,691
924,197,1017
925,197,1421
926,198,1007
927,198,1127
928,198,1384
929,198,1533
930,199,496
931,199,556
932,199,877
933,199,1208
934,200,209
935,200,381
936,200,444
937,200,661
938,201,558
939,201,841
940,201,1168
941,201,1489
942,202,922
943,202,929
944,202,962
945,202,968
946,202,1470
947,203,890
948,203,1310
949,203,1327
950,203,1426
951,204,362
952,204,578
953,204,797
954,204,1089
955,204,1571
956,205,239
957,205,651
958,205,957
959,205,1195
960,205,1508
961,206,376
962,206,499
963,206,515
964,206,1197
965,207,1094
966,207,1158
967,207,1413
968,207,1454
969,208,483
970,208,798
971,208,1339
972,208,1600
973,209,455
974,209,775
975,209,1340
976,210,363
977,210,403
978,210,955
979,210,1061
980,210,1575
981,211,420
982,211,936
983,211,969
984,211,1175
985,211,1346
986,212,410
987,212,735
988,212,1282
989,212,1360
990,212,1402
991,213,311
992,213,1053
993,213,1243
994,213,1300
995,213,1362
996,214,480
997,214,728
998,214,986
999,214,1020
1000,214,1421
1001,215,293
1002,215,728
1003,215,946
1004,215,1137
1005,215,1532
1006,216,568
1007,216,1067
1008,216,1251
1009,216,1529
1010,217,656
1011,217,660
1012,217,955
1013,217,1226
1014,217,1397
1015,218,362
1016,218,525
1017,218,1088
1018,218,1102
1019,218,1364
1020,219,521
1021,219,718
1022,219,911
1023,219,1208
1024,219,1325
1025,220,311
1026,220,375
1027,220,667
1028,220,831
1029,220,922
1030,221,365
1031,221,431
1032,221,593
1033,221,1026
1034,221,1513
1035,222,363
1036,222,451
1037,222,1351
1038,222,1537
1039,223,448
1040,223,745
1041,223,1131
1042,223,1475
1043,224,447
1044,224,886
1045,224,1044
1046,224,1112
1047,224,1404
1048,225,434
1049,225,557
1050,225,1265
1051,226,405
1052,226,409
1053,226,1192
1054,226,1246
1055,226,1357
1056,227,370
1057,227,379
1058,227,620
1059,227,828
1060,227,1090
1061,228,717
1062,228,806
1063,228,1060
1064,229,720
1065,229,769
1066,229,1195
1067,229,1297
1068,229,1351
1069,230,465
1070,230,1116
1071,230,1118
1072,230,1437
1073,230,1597
1074,231,258
1075,231,346
1076,231,373
1077,231,682
1078,231,782
1079,232,649
1080,232,1180
1081,232,1285
1082,233,563
1083,233,757
1084,233,1417
1085,233,1474
1086,234,483
1087,234,882
1088,234,1124
1089,234,1242
1090,235,289
1091,235,382
1092,235,842
1093,236,275
1094,236,1057
1095,236,1358
1096,236,1444
1097,237,767
1098,237,1074
1099,237,1110
1100,237,1181
1101,237,1371
1102,238,414
1103,238,562
1104,238,775
1105,238,914
1106,239,564
1107,239,836
1108,239,973
1109,239,1435
1110,240,258
1111,240,261
1112,240,504
1113,240,706
1114,240,1290
1115,241,1035
1116,241,1039
1117,241,1405
1118,242,760
1119,242,808
1120,242,1007
1121,242,1530
1122,242,1584
1123,243,246
1124,243,652
1125,243,655
1126,243,658
1127,243,1588
1128,244,272
1129,244,526
1130,244,547
1131,244,1449
1132,244,1552
1133,245,307
1134,245,426
1135,245,473
1136,245,991
1137,245,1178
1138,246,718
1139,246,1087
1140,246,1091
1141,246,1595
1142,247,301
1143,247,410
1144,247,1061
1145,247,1296
1146,247,1495
1147,248,369
1148,248,439
1149,248,444
1150,248,1159
1151,249,274
1152,249,539
1153,249,873
1154,249,1102
1155,249,1588
1156,250,748
1157,250,1047
1158,250,1250
1159,250,1592
1160,251,323
1161,251,495
1162,251,712
1163,251,1339
1164,251,1547
1165,252,906
1166,252,1240
1167,252,1346
1168,252,1450
1169,253,279
1170,253,341
1171,253,716
1172,253,789
1173,254,506
1174,254,649
1175,254,879
1176,254,1487
1177,254,1599
1178,255,356
1179,255,395
1180,255,949
1181,255,981
1182,256,358
1183,256,481
1184,256,756
1185,256,1216
1186,256,1571
1187,257,722
1188,257,1181
1189,257,1403
1190,257,1554
1191,258,460
1192,258,1311
1193,259,283
1194,259,289
1195,259,411
1196,259,1349
1197,260,368
1198,260,898
1199,260,957
1200,260,1136
1201,261,1148
1202,261,1155
1203,261,1514
1204,262,714
1205,262,982
1206,262,1180
1207,262,1313
1208,263,387
1209,263,1230
1210,263,1276
1211,263,1317
1212,264,564
1213,264,701
1214,264,706
1215,264,1372
1216,265,318
1217,265,514
1218,265,558
1219,265,934
1220,265,1598
1221,266,319
1222,266,650
1223,266,828
1224,266,857
1225,266,1330
1226,267,712
1227,267,794
1228,267,1317
1229,268,906
1230,268,949
1231,268,950
1232,268,958
1233,269,282
1234,269,1271
1235,269,1287
1236,270,644
1237,270,664
1238,270,1361
1239,270,1534
1240,271,1151
1241,271,1318
1242,272,1300
1243,272,1327
1244,272,1478
1245,273,470
1246,273,613
1247,273,744
1248,273,978
1249,273,1433
1250,274,547
1251,274,668
1252,274,1213
1253,274,1499
1254,275,447
1255,275,728
1256,275,738
1257,275,1134
1258,276,374
1259,276,546
1260,276,933
1261,276,1267
1262,277,291
1263,277,1333
1264,278,596
1265,278,736
1266,279,299
1267,279,310
1268,279,354
1269,280,425
1270,280,590
1271,280,732
1272,280,843
1273,281,284
1274,281,365
1275,281,734
1276,281,1173
1277,282,465
1278,282,470
1279,282,1078
1280,283,784
1281,283,1289
1282,283,1359
1283,284,322
1284,284,863
1285,284,966
1286,285,352
1287,285,500
1288,285,711
1289,285,1328
1290,285,1472
1291,286,852
1292,286,1047
1293,286,1381
1294,286,1398
1295,287,658
1296,287,773
1297,287,998
1298,287,1080
1299,287,1483
1300,288,469
1301,288,537
1302,288,1098
1303,288,1269
1304,289,747
1305,289,1198
1306,290,723
1307,290,1198
1308,290,1508
1309,291,752
1310,291,1346
1311,291,1378
1312,292,773
1313,292,1067
1314,292,1329
1315,292,1511
1316,292,1584
1317,293,752
1318,293,942
1319,293,1231
1320,293,1245
1321,294,413
1322,294,1193
1323,294,1308
1324,294,1356
1325,295,374
1326,295,567
1327,295,667
1328,295,732
1329,295,1314
1330,296,571
1331,296,700
1332,296,1052
1333,296,1471
1334,296,1526
1335,297,517
1336,297,632
1337,297,924
1338,297,1467
1339,297,1579
1340,298,490
1341,298,613
1342,298,975
1343,298,1379
1344,299,312
1345,299,573
1346,299,1450
1347,300,424
1348,300,872
1349,300,1362
1350,300,1550
1351,301,1021
1352,301,1165
1353,301,1378
1354,302,309
1355,302,449
1356,302,663
1357,302,1055
1358,303,336
1359,303,1243
1360,303,1324
1361,303,1500
1362,304,325
1363,304,765
1364,304,907
1365,304,1049
1366,304,1555
1367,305,473
1368,305,590
1369,305,604
1370,305,1143
1371,306,602
1372,306,663
1373,306,775
1374,306,1236
1375,306,1436
1376,307,383
1377,307,494
1378,307,1368
1379,307,1528
1380,308,457
1381,308,559
1382,308,848
1383,308,884
1384,309,366
1385,309,751
1386,310,653
1387,310,891
1388,310,1568
1389,311,493
1390,311,879
1391,311,975
1392,312,652
1393,312,1002
1394,312,1097
1395,313,678
1396,313,964
1397,313,1095
1398,313,1599
1399,314,452
1400,314,469
1401,314,508
1402,314,1041
1403,314,1564
1404,315,645
1405,315,751
1406,315,915
1407,316,734
1408,316,900
1409,316,1011
1410,316,1057
1411,316,1527
1412,317,827
1413,317,835
1414,317,842
1415,317,1097
1416,318,609
1417,318,1044
1418,318,1268
1419,319,337
1420,319,774
1421,320,695
1422,320,826
1423,320,865
1424,320,1065
1425,320,1333
1426,321,382
1427,321,908
1428,321,984
1429,321,1041
1430,321,1425
1431,322,981
1432,322,1042
1433,322,1578
1434,323,821
1435,323,995
1436,323,1132
1437,323,1302
1438,324,462
1439,324,479
1440,324,1030
1441,324,1569
1442,325,686
1443,325,1106
1444,325,1535
1445,326,825
1446,326,837
1447,326,1240
1448,326,1514
1449,327,589
1450,327,725
1451,327,900
1452,327,1586
1453,328,867
1454,328,1193
1455,328,1246
1456,328,1574
1457,329,960
1458,329,1416
1459,330,806
1460,330,872
1461,330,924
1462,330,1502
1463,330,1575
1464,331,856
1465,331,1048
1466,331,1073
1467,331,1122
1468,332,759
1469,332,889
1470,332,1175
1471,333,347
1472,333,488
1473,333,717
1474,333,1050
1475,334,1060
1476,334,1110
1477,334,1185
1478,334,1247
1479,335,510
1480,335,1381
1481,335,1385
1482,335,1572
1483,336,467
1484,336,622
1485,336,1116
1486,336,1279
1487,337,755
1488,337,973
1489,337,1426
1490,337,1502
1491,338,432
1492,338,596
1493,338,1067
1494,338,1384
1495,339,1011
1496,339,1052
1497,339,1103
1498,339,1351
1499,339,1570
1500,340,516
1501,340,844
1502,340,898
1503,340,1402
1504,340,1517
1505,341,384
1506,341,834
1507,341,841
1508,342,637
1509,342,765
1510,342,1093
1511,343,598
1512,343,1003
1513,343,1099
1514,344,356
1515,344,373
1516,344,620
1517,344,878
1518,344,1448
1519,345,348
1520,345,384
1521,345,999
1522,345,1222
1523,345,1266
1524,346,381
1525,346,618
1526,346,707
1527,346,840
1528,347,696
1529,347,958
1530,347,985
1531,347,1501
1532,348,457
1533,348,757
1534,348,802
1535,349,585
1536,349,937
1537,349,1000
1538,349,1393
1539,349,1424
1540,350,496
1541,350,766
1542,350,781
1543,350,1066
1544,350,1413
1545,351,475
1546,351,568
1547,351,605
1548,351,696
1549,351,1485
1550,352,415
1551,352,669
1552,352,921
1553,352,1047
1554,353,665
1555,353,1168
1556,353,1240
1557,354,432
1558,354,468
1559,354,848
1560,354,1391
1561,355,609
1562,355,952
1563,355,1458
1564,355,1523
1565,355,1560
1566,356,528
1567,356,896
1568,356,1466
1569,357,442
1570,357,664
1571,357,670
1572,357,1153
1573,357,1338
1574,358,572
1575,358,699
1576,358,997
1577,358,1557
1578,359,382
1579,359,897
1580,359,1299
1581,359,1396
1582,360,569
1583,360,1126
1584,360,1168
1585,360,1247
1586,361,408
1587,361,928
1588,361,1215
1589,361,1557
1590,362,687
1591,362,1239
1592,362,1589
1593,363,583
1594,363,1048
1595,364,705
1596,364,875
1597,364,1348
1598,365,688
1599,365,1029
1600,366,1181
1601,366,1293
1602,367,696
1603,367,716
1604,367,819
1605,367,1446
1606,368,805
1607,368,924
1608,368,1231
1609,369,427
1610,369,715
1611,369,1273
1612,370,387
1613,370,575
1614,370,1267
1615,371,700
1616,371,926
1617,371,1210
1618,371,1448
1619,372,747
1620,372,1059
1621,372,1146
1622,372,1265
1623,373,878
1624,373,1149
1625,373,1382
1626,374,455
1627,374,1289
1628,375,1120
1629,375,1585
1630,376,448
1631,376,914
1632,376,1021
1633,376,1147
1634,377,627
1635,377,1020
1636,377,1291
1637,377,1414
1638,377,1421
1639,378,613
1640,378,715
1641,378,749
1642,378,1305
1643,378,1372
1644,379,442
1645,379,624
1646,379,656
1647,379,1319
1648,380,469
1649,380,485
1650,380,594
1651,380,940
1652,380,1172
1653,381,630
1654,381,1090
1655,381,1563
1656,382,524
1657,382,950
1658,383,798
1659,383,970
1660,383,1249
1661,383,1269
1662,384,736
1663,384,1564
1664,385,502
1665,385,505
1666,385,650
1667,385,1232
1668,385,1584
1669,386,617
1670,386,710
1671,386,727
1672,387,553
1673,387,793
1674,387,1339
1675,388,438
1676,388,760
1677,388,1253
1678,388,1430
1679,389,503
1680,389,720
1681,389,918
1682,389,1092
1683,390,413
1684,390,533
1685,390,806
1686,390,1023
1687,390,1580
1688,391,864
1689,391,1079
1690,391,1352
1691,391,1433
1692,392,711
1693,392,933
1694,392,1561
1695,393,475
1696,393,873
1697,393,1119
1698,393,1194
1699,393,1222
1700,394,414
1701,394,449
1702,394,1312
1703,394,1530
1704,395,771
1705,395,888
1706,395,1136
1707,395,1355
1708,396,830
1709,396,988
1710,396,1015
1711,396,1178
1712,397,440
1713,397,556
1714,397,638
1715,397,714
1716,398,509
1717,398,1331
1718,398,1352
1719,398,1469
1720,399,414
1721,399,509
1722,399,1018
1723,400,454
1724,400,701
1725,400,1060
1726,400,1271
1727,401,645
1728,401,956
1729,401,1183
1730,401,1502
1731,401,1574
1732,402,446
1733,402,720
1734,402,1165
1735,402,1305
1736,403,935
1737,403,988
1738,403,1291
1739,403,1414
1740,404,583
1741,404,890
1742,404,1315
1743,404,1439
1744,405,841
1745,405,866
1746,405,924
1747,405,1301
1748,406,860
1749,406,932
1750,406,1038
1751,406,1540
1752,406,1588
1753,407,409
1754,407,896
1755,407,1054
1756,407,1478
1757,408,530
1758,408,560
1759,408,1299
1760,408,1391
1761,409,912
1762,409,1091
1763,409,1571
1764,410,499
1765,410,1419
1766,411,463
1767,411,1027
1768,411,1276
1769,411,1512
1770,412,655
1771,412,907
1772,412,1209
1773,412,1423
1774,412,1567
1775,413,698
1776,413,921
1777,413,1400
1778,414,814
1779,414,1522
1780,415,561
1781,415,783
1782,415,1139
1783,416,642
1784,416,786
1785,416,821
1786,416,1191
1787,416,1332
1788,417,611
1789,417,631
1790,417,818
1791,417,1113
1792,417,1483
1793,418,457
1794,418,571
1795,418,635
1796,418,946
1797,418,1245
1798,419,621
1799,419,662
1800,419,803
1801,419,814
1802,419,1424
1803,420,930
1804,420,1352
1805,420,1358
1806,421,628
1807,421,827
1808,421,901
1809,421,1145
1810,421,1483
1811,422,709
1812,422,816
1813,422,891
1814,423,487
1815,423,1163
1816,423,1257
1817,423,1312
1818,423,1520
1819,424,732
1820,424,1073
1821,425,832
1822,425,1324
1823,426,488
1824,426,1291
1825,426,1402
1826,426,1482
1827,427,642
1828,427,699
1829,427,1176
1830,427,1466
1831,428,450
1832,428,726
1833,428,1121
1834,428,1160
1835,428,1462
1836,429,758
1837,429,856
1838,429,1012
1839,429,1154
1840,429,1179
1841,430,735
1842,430,796
1843,430,1302
1844,430,1525
1845,430,1587
1846,431,923
1847,431,1279
1848,431,1586
1849,432,647
1850,432,1292
1851,433,913
1852,433,1188
1853,433,1216
1854,433,1504
1855,434,524
1856,434,1219
1857,434,1598
1858,435,638
1859,435,1273
1860,435,1274
1861,436,587
1862,436,797
1863,436,1068
1864,436,1562
1865,437,691
1866,437,862
1867,437,1129
1868,437,1254
1869,437,1598
1870,438,468
1871,438,581
1872,438,930
1873,438,942
1874,439,520
1875,439,1395
1876,440,1057
1877,440,1091
1878,440,1338
1879,441,470
1880,441,546
1881,441,1306
1882,441,1522
1883,442,687
1884,442,1036
1885,442,1339
1886,443,472
1887,443,574
1888,443,1288
1889,443,1417
1890,443,1553
1891,444,819
1892,444,1538
1893,445,514
1894,445,917
1895,445,1427
1896,445,1519
1897,446,754
1898,446,1069
1899,446,1429
1900,447,1086
1901,447,1189
1902,447,1593
1903,448,1329
1904,448,1486
1905,449,898
1906,449,1040
1907,449,1463
1908,450,913
1909,450,1108
1910,450,1441
1911,451,554
1912,451,615
1913,452,456
1914,452,1076
1915,452,1387
1916,452,1559
1917,453,1049
1918,453,1111
1919,453,1208
1920,453,1361
1921,454,709
1922,454,894
1923,454,959
1924,454,1353
1925,455,531
1926,455,666
1927,455,1087
1928,456,1078
1929,456,1164
1930,456,1326
1931,457,569
1932,457,625
1933,458,462
1934,458,959
1935,458,1289
1936,458,1460
1937,458,1479
1938,459,584
1939,459,678
1940,459,788
1941,459,889
1942,459,1377
1943,460,462
1944,460,683
1945,460,846
1946,461,464
1947,461,1169
1948,461,1239
1949,461,1260
1950,461,1422
1951,462,566
1952,463,821
1953,463,1023
1954,463,1076
1955,463,1493
1956,464,543
1957,464,960
1958,464,1005
1959,464,1055
1960,465,1307
1961,465,1596
1962,466,503
1963,466,599
1964,466,798
1965,466,852
1966,467,915
1967,467,994
1968,467,1074
1969,468,702
1970,468,1390
1971,468,1472
1972,469,899
1973,470,1549
1974,470,1584
1975,471,592
1976,471,768
1977,471,1134
1978,471,1177
1979,471,1588
1980,472,1119
1981,472,1342
1982,472,1480
1983,473,654
1984,473,780
1985,473,1248
1986,474,992
1987,474,1102
1988,474,1201
1989,474,1396
1990,475,877
1991,475,985
1992,475,1224
1993,476,499
1994,476,651
1995,476,1176
1996,476,1346
1997,476,1445
1998,477,511
1999,477,603
2000,477,764
2001,477,1071
2002,478,549
2003,478,1011
2004,478,1173
2005,478,1523
2006,478,1581
2007,479,678
2008,479,833
2009,479,1100
2010,480,996
2011,480,1095
2012,480,1181
2013,480,1306
2014,481,811
