edge,from_node,to_node,duration
197,10,193,11
198,10,70,11
199,10,200,5
200,10,75,3
201,10,76,18
202,10,227,48
203,10,231,15
204,10,114,153
205,10,118,3
206,10,122,15
207,10,124,46
208,10,253,8
209,11,131,73
210,11,138,162
211,11,139,99
212,11,239,23
213,11,157,3
214,11,30,100
215,11,33,14
216,11,294,3
217,11,299,71
218,11,48,9
219,11,158,138
220,11,54,21
221,11,311,18
222,11,57,16
223,11,60,3
224,11,318,4
225,11,321,8
226,11,267,51
227,11,202,4
228,11,205,53
229,11,207,7
230,11,210,14
231,11,212,72
232,11,85,28
233,11,87,11
234,11,79,8
235,11,111,7
236,11,244,29
237,11,247,102
238,11,252,3
239,12,310,7
240,12,34,11
241,12,263,6
242,12,107,25
243,12,204,73
244,12,271,49
245,12,49,3
246,12,82,5
247,12,115,159
248,12,307,19
249,12,243,9
250,12,151,16
251,12,68,3
252,12,313,46
253,12,314,4
254,12,135,8
255,13,97,59
256,13,289,152
257,13,282,83
258,13,196,6
259,13,288,24
260,13,326,36
261,13,219,21
262,13,245,7
263,13,232,3
264,13,84,10
265,13,181,8
266,13,214,33
267,13,184,53
268,13,186,15
269,13,251,11
270,13,28,57
271,13,229,4
272,14,227,37
273,14,70,92
274,14,230,6
275,14,231,3
276,14,168,80
277,14,266,10
278,14,75,11
279,14,76,35
280,14,46,8
281,14,114,147
282,14,211,5
283,14,183,21
284,14,253,3
285,14,166,5
286,15,87,12
287,15,279,31
288,15,281,3
289,15,239,13
290,15,30,15
291,15,33,4
292,15,139,22
293,15,38,23
294,15,168,3
295,15,48,5
296,15,308,3
297,15,54,20
298,15,311,16
299,15,57,35
300,15,59,6
301,15,318,20
302,15,321,7
303,15,67,16
304,15,161,9
305,15,202,4
306,15,205,79
307,15,207,7
308,15,210,189
309,15,212,25
310,15,215,44
311,15,91,5
312,15,92,45
313,15,166,3
314,15,111,16
315,15,114,3
316,15,79,17
317,15,247,78
318,16,68,13
319,16,319,14
320,16,258,22
321,16,147,10
322,16,153,602
323,16,29,12
324,16,39,10
325,16,178,4
326,16,179,31
327,16,315,56
328,16,189,6
329,16,192,49
330,16,196,6
331,16,198,104
332,16,201,10
333,16,206,23
334,16,208,3
335,16,209,7
336,16,219,126
337,16,220,4
338,16,117,201
339,16,246,5
340,16,123,450
341,16,125,37
342,16,127,3
343,17,165,11
344,17,75,128
345,17,308,8
346,17,70,4
347,17,231,3
348,17,76,6
349,17,170,32
350,17,203,3
351,17,172,113
352,17,166,7
353,17,114,95
354,17,211,3
355,17,53,4
356,17,182,6
357,17,55,122
358,17,216,9
359,17,122,14
360,17,140,6
361,17,124,185
362,17,63,3
363,18,303,11
364,18,100,7
365,18,263,20
366,18,136,84
367,18,169,4
368,18,43,19
369,18,110,59
370,18,112,239
371,18,242,8
372,18,19,94
373,18,116,14
374,18,213,12
375,18,41,3
376,18,52,42
377,18,199,246
378,19,259,33
379,19,22,5
380,19,263,123
381,19,136,34
382,19,148,165
383,19,278,92
384,19,280,19
385,19,285,15
386,19,286,82
387,19,163,6
388,19,52,16
389,19,195,31
390,19,325,3
391,19,199,48
392,19,213,273
393,19,228,13
394,19,96,50
395,19,100,57
396,19,105,6
397,19,110,77
398,19,242,19
399,19,115,4
400,19,121,10
401,20,205,53
402,20,239,3
403,20,210,71
404,20,54,7
405,20,57,24
406,20,207,31
407,21,96,4
408,21,148,32
409,21,163,59
410,21,100,43
411,21,121,815
412,21,105,83
413,21,203,6
414,21,300,3
415,21,177,18
416,21,51,114
417,21,180,22
418,21,213,34
419,21,278,32
420,21,41,27
421,21,52,52
422,21,228,20
423,21,285,16
424,22,96,340
425,22,115,17
426,22,100,3
427,22,133,1002
428,22,130,3
429,22,294,10
430,22,202,79
431,22,167,5
432,22,109,7
433,22,174,5
434,22,175,138
435,22,145,10
436,22,180,27
437,22,78,9
438,22,249,6
439,22,90,7
440,22,30,16
441,22,37,5
442,23,132,207
443,23,144,5
444,23,278,3
445,23,26,72
446,23,28,8
447,23,159,8
448,23,160,5
449,23,36,16
450,23,232,4
451,23,61,3
452,23,324,8
453,23,80,7
454,23,88,3
455,23,218,108
456,23,99,11
457,23,229,45
458,23,102,54
459,23,103,4
460,23,104,3
461,23,233,27
462,23,235,4
463,23,113,4
464,23,251,3
465,24,98,13
466,24,68,3
467,24,72,18
468,24,296,9
469,24,82,12
470,24,83,4
471,24,226,257
472,24,306,7
473,24,271,11
474,24,305,53
475,24,115,18
476,24,307,12
477,24,277,23
478,24,310,9
479,24,120,40
480,24,323,11
481,24,314,85
482,24,188,12
483,24,316,4
484,24,94,4
485,25,230,3
486,25,227,74
487,25,70,5
488,25,211,14
489,25,231,57
490,25,137,37
491,25,114,6
492,25,275,3
493,25,55,3
494,25,89,14
495,26,132,44
496,26,269,6
497,26,143,3
498,26,144,145
499,26,28,18
500,26,159,627
501,26,160,14
502,26,34,6
503,26,36,7
504,26,45,9
505,26,232,7
506,26,53,6
507,26,61,16
508,26,324,8
509,26,201,20
510,26,80,235
511,26,86,3
512,26,88,28
513,26,272,8
514,26,99,36
515,26,229,64
516,26,102,25
517,26,103,5
518,26,104,3
519,26,235,4
520,26,113,10
521,26,119,4
522,26,251,8
523,27,128,43
524,27,225,5
525,27,68,8
526,27,69,967
527,27,65,11
528,27,135,7
529,27,136,16
530,27,74,16
531,27,237,66
532,27,174,707
533,27,77,27
534,27,276,3
535,27,78,3
536,27,182,3
537,27,164,63
538,27,156,9
539,28,132,3
540,28,270,10
541,28,143,19
542,28,144,6
543,28,159,3
544,28,36,6
545,28,73,9
546,28,61,77
547,28,192,7
548,28,201,4
549,28,80,1290
550,28,88,4
551,28,97,4
552,28,99,571
553,28,229,21
554,28,232,17
555,28,113,6
556,28,119,11
557,28,251,13
558,28,253,15
559,29,192,20
560,29,319,165
561,29,219,15
562,29,198,271
563,29,39,5
564,29,315,463
565,29,173,81
566,29,141,3
567,29,84,39
568,29,154,12
569,29,153,16
570,29,186,106
571,29,123,8
572,29,220,169
573,29,61,41
574,29,127,105
575,30,133,16
576,30,138,107
577,30,267,6
578,30,33,438
579,30,139,4
580,30,38,10
581,30,294,32
582,30,48,3
583,30,308,4
584,30,54,3
585,30,311,6
586,30,57,4
587,30,60,4
588,30,215,223
589,30,318,11
590,30,321,5
591,30,202,24
592,30,207,7
593,30,210,12
594,30,212,17
595,30,87,5
596,30,91,9
597,30,165,23
598,30,166,19
599,30,106,102
600,30,236,10
601,30,239,21
602,30,79,8
603,30,244,4
604,30,252,4
605,31,128,46
606,31,100,3
607,31,325,12
608,31,136,3
609,31,169,19
610,31,300,3
611,31,77,6
612,31,237,4
613,31,177,106
614,31,242,18
615,31,41,6
616,31,228,20
617,31,221,7
618,31,285,18
619,32,291,7
620,32,40,32
621,32,268,36
622,32,273,8
623,32,157,406
624,33,294,4
625,33,321,40
626,33,244,4
627,33,166,32
628,33,202,11
629,33,299,19
630,33,176,44
631,33,79,3
632,33,212,7
633,33,215,28
634,33,57,14
635,33,207,17
636,33,318,10
637,34,132,9
638,34,135,10
639,34,269,4
640,34,160,33
641,34,36,6
642,34,293,19
643,34,180,4
644,34,61,15
645,34,324,95
646,34,201,331
647,34,204,3
648,34,80,186
649,34,214,3
650,34,88,10
651,34,99,8
652,34,102,5
653,34,103,3
654,34,232,676
655,34,233,3
656,34,235,9
657,35,229,7
658,35,44,16
659,35,45,806
660,35,301,6
661,35,119,11
662,36,256,4
663,36,132,168
664,36,270,3
665,36,272,56
666,36,154,40
667,36,173,7
668,36,186,15
669,36,61,18
670,36,201,3
671,36,162,13
672,36,86,4
673,36,88,33
674,36,229,389
675,36,102,301
676,36,104,28
677,36,232,201
678,37,133,82
679,37,262,9
680,37,135,8
681,37,237,8
682,37,276,10
683,37,164,315
684,37,174,11
685,37,175,10
686,37,176,809
687,37,180,48
688,37,65,4
689,37,68,28
690,37,69,5
691,37,77,26
692,37,96,44
693,37,106,23
694,37,109,808
695,37,241,23
696,37,116,3
697,37,249,5
698,38,138,40
699,38,267,6
700,38,281,313
701,38,171,49
702,38,299,3
703,38,48,3
704,38,158,5
705,38,54,5
706,38,311,8
707,38,57,15
708,38,60,11
709,38,318,10
710,38,321,4
711,38,139,5
712,38,202,3
713,38,205,800
714,38,79,11
715,38,210,13
716,38,212,27
717,38,85,5
718,38,215,4
719,38,207,131
720,38,236,148
721,38,239,28
722,38,247,57
723,38,125,4
724,39,319,18
725,39,258,48
726,39,153,159
727,39,297,5
728,39,178,3
729,39,179,15
730,39,315,20
731,39,189,129
732,39,192,6
733,39,194,1285
734,39,196,5
735,39,198,334
736,39,201,4
737,39,206,9
738,39,208,5
739,39,209,139
740,39,219,3
741,39,188,3
742,39,123,122
743,39,125,14
744,39,127,8
745,40,260,81
746,40,293,14
747,40,71,12
748,40,73,14
749,40,81,41
750,40,248,288
751,40,217,101
752,40,58,73
753,40,284,3
754,40,317,29
755,41,128,5
756,41,129,31
757,41,136,29
758,41,148,85
759,41,278,6
760,41,285,4
761,41,169,76
762,41,300,527
763,41,303,42
764,41,177,7
765,41,51,84
766,41,52,6
767,41,190,3
768,41,64,126
769,41,195,3
770,41,325,24
771,41,203,19
772,41,213,5
773,41,228,123
774,41,100,6
775,41,105,242
776,41,242,7
777,41,115,4
778,41,116,7
779,41,121,33
780,42,98,8
781,43,96,4
782,43,128,5
783,43,130,844
784,43,290,3
785,43,133,3
786,43,65,11
787,43,106,45
788,43,274,3
789,43,77,4
790,43,175,6
791,43,112,7
792,43,145,3
793,43,180,3
794,43,182,3
795,43,116,717
796,43,155,6
797,43,207,4
798,43,156,37
799,43,74,3
800,44,229,3
801,44,232,17
802,44,317,3
803,44,119,3
804,44,61,13
805,44,254,8
806,44,324,8
807,45,229,8
808,45,80,14
809,45,119,18
810,46,137,13
811,46,140,125
812,46,146,13
813,46,275,9
814,46,152,15
815,46,165,31
816,46,166,36
817,46,168,47
818,46,170,16
819,46,172,5
820,46,308,39
821,46,55,3
822,46,311,6
823,46,266,18
824,46,53,19
825,46,193,19
826,46,67,4
827,46,70,53
828,46,183,929
829,46,75,20
830,46,211,21
831,46,216,38
832,46,89,3
833,46,223,6
834,46,227,35
835,46,230,11
836,46,231,36
837,46,114,10
838,46,244,5
839,46,122,10
840,46,63,7
841,46,124,17
842,46,253,47
843,47,130,29
844,47,133,8
845,47,145,53
846,47,274,83
847,47,156,123
848,47,290,66
849,47,167,5
850,47,175,6
851,47,180,3
852,47,182,3
853,47,65,15
854,47,74,4
855,47,78,29
856,47,213,23
857,47,90,635
858,47,93,22
859,47,96,3
860,47,225,5
861,47,241,3
862,47,243,6
863,47,116,8
864,47,121,18
865,48,131,10
866,48,138,10
867,48,139,27
868,48,299,24
869,48,158,16
870,48,54,43
871,48,311,6
872,48,87,24
873,48,60,552
874,48,318,4
875,48,321,9
876,48,267,3
877,48,202,3
878,48,205,5
879,48,210,3
880,48,212,69
881,48,85,4
882,48,215,3
883,48,95,7
884,48,239,3
885,48,247,15
886,49,261,15
887,49,263,28
888,49,271,33
889,49,277,4
890,49,286,124
891,49,287,5
892,49,163,3
893,49,306,5
894,49,307,4
895,49,182,3
896,49,310,25
897,49,224,14
898,49,195,17
899,49,197,4
900,49,72,3
901,49,228,13
902,49,94,5
903,49,96,9
904,49,100,20
905,49,106,394
906,49,115,15
907,49,121,18
908,50,164,5
909,50,262,27
910,50,77,5
911,50,174,3
912,50,175,57
913,50,241,3
914,50,180,5
915,50,68,3
916,50,314,32
917,51,100,14
918,51,300,35
919,51,213,42
920,51,278,3
921,51,121,3
922,52,136,38
923,52,278,130
924,52,285,70
925,52,160,6
926,52,290,18
927,52,263,4
928,52,306,5
929,52,180,66
930,52,61,3
931,52,195,3
932,52,68,7
933,52,199,12
934,52,74,11
935,52,207,3
936,52,82,11
937,52,213,216
938,52,100,3
939,52,228,4
940,52,105,6
941,52,110,34
942,52,242,3
943,52,121,116
944,53,140,35
945,53,275,5
946,53,166,182
947,53,168,10
948,53,170,516
949,53,172,3
950,53,308,3
951,53,183,106
952,53,59,1183
953,53,63,9
954,53,67,66
955,53,70,4
956,53,75,15
957,53,76,3
958,53,211,9
959,53,227,4
960,53,114,9
961,53,122,30
962,53,253,3
963,54,131,4
964,54,138,21
965,54,67,5
966,54,279,5
967,54,239,13
968,54,292,3
969,54,299,9
970,54,304,495
971,54,158,27
972,54,311,8
973,54,57,4
974,54,60,7
975,54,318,4
976,54,321,7
977,54,139,6
978,54,202,9
979,54,205,5
980,54,207,3
981,54,210,4
982,54,212,181
983,54,87,16
984,54,267,13
985,54,91,3
986,54,236,7
987,54,111,309
988,54,79,61
989,54,244,12
990,54,247,17
991,55,131,3
992,55,266,3
993,55,140,3
994,55,275,12
995,55,279,14
996,55,165,9
997,55,166,4
998,55,168,3
999,55,170,127
1000,55,172,23
1001,55,308,9
1002,55,183,6
1003,55,59,24
1004,55,61,14
1005,55,75,16
1006,55,76,7
1007,55,89,11
1008,55,223,5
1009,55,227,7
1010,55,231,101
1011,55,114,3
1012,55,118,8
1013,55,122,8
1014,55,124,363
1015,55,253,80
1016,56,260,3
1017,56,141,15
1018,56,142,5
1019,56,173,3
1020,56,272,10
1021,56,273,16
1022,56,149,15
1023,56,186,15
1024,56,61,18
1025,57,131,3
1026,57,138,45
1027,57,267,26
1028,57,139,14
1029,57,294,15
1030,57,183,4
1031,57,311,7
1032,57,318,277
1033,57,321,10
1034,57,79,145
1035,57,205,161
1036,57,207,922
1037,57,210,139
1038,57,212,120
1039,57,85,5
1040,57,215,69
1041,57,91,3
1042,57,95,19
1043,57,239,149
1044,57,244,103
1045,57,247,12
1046,58,257,76
1047,58,260,17
1048,58,264,3
1049,58,268,107
1050,58,142,201
1051,58,273,8
1052,58,149,3
1053,58,155,76
1054,58,284,13
1055,58,291,9
1056,58,293,131
1057,58,301,9
1058,58,157,4
1059,58,190,247
1060,58,191,5
1061,58,198,5
1062,58,71,9
1063,58,81,8
1064,58,317,63
1065,58,217,155
1066,58,92,3
1067,58,245,4
1068,58,248,9
1069,58,250,14
1070,58,127,3
1071,59,140,14
1072,59,275,75
1073,59,279,24
1074,59,165,12
1075,59,166,9
1076,59,294,3
1077,59,168,30
1078,59,170,1393
1079,59,172,39
1080,59,308,15
1081,59,183,12
1082,59,321,15
1083,59,67,3
1084,59,202,9
1085,59,76,3
1086,59,211,40
1087,59,91,3
1088,59,227,3
1089,59,252,7
1090,59,114,24
1091,59,118,45
1092,59,247,5
1093,59,122,154
1094,59,124,17
1095,59,253,10
1096,60,131,7
1097,60,138,25
1098,60,267,7
1099,60,279,15
1100,60,281,3
1101,60,239,7
1102,60,299,79
1103,60,304,3
1104,60,158,38
1105,60,183,5
1106,60,311,9
1107,60,318,9
1108,60,321,266
1109,60,139,29
1110,60,79,42
1111,60,210,10
1112,60,212,17
1113,60,85,17
1114,60,87,31
1115,60,91,19
1116,60,236,6
1117,60,111,9
1118,60,247,11
1119,60,253,6
1120,61,132,9
1121,61,269,4
1122,61,270,32
1123,61,143,335
1124,61,144,20
1125,61,273,12
1126,61,295,12
1127,61,298,5
1128,61,284,21
1129,61,187,4
1130,61,317,15
1131,61,191,6
1132,61,319,6
1133,61,66,6
1134,61,324,19
1135,61,198,5
1136,61,141,136
1137,61,80,10
1138,61,86,7
1139,61,88,27
1140,61,272,15
1141,61,99,59
1142,61,229,222
1143,61,103,3
1144,61,232,15
1145,61,235,36
1146,61,113,55
1147,61,245,3
1148,61,119,40
1149,61,127,34
1150,62,319,24
1151,62,302,27
1152,62,245,6
1153,62,214,9
1154,62,251,4
1155,62,255,8
1156,63,67,6
1157,63,68,3
1158,63,166,5
1159,63,140,4
1160,63,170,17
1161,63,75,14
1162,63,172,12
1163,63,207,5
1164,63,183,158
1165,63,216,4
1166,63,122,3
1167,63,124,10
1168,64,129,1163
1169,64,228,3
1170,64,170,34
1171,64,203,1983
1172,64,172,3
1173,64,300,6
1174,64,177,8
1175,64,148,4
1176,64,182,359
1177,64,105,5
1178,64,151,3
1179,65,128,27
1180,65,130,12
1181,65,145,112
1182,65,274,531
1183,65,175,7
1184,65,156,417
1185,65,290,26
1186,65,164,3
1187,65,167,10
1188,65,180,4
1189,65,68,23
1190,65,69,3
1191,65,74,30
1192,65,77,44
1193,65,78,50
1194,65,90,4
1195,65,225,22
1196,65,237,133
1197,65,243,125
1198,65,116,8
1199,66,319,5
1200,66,134,3
1201,66,179,5
1202,66,246,13
1203,66,282,4
1204,67,223,57
1205,67,118,4
1206,67,166,37
1207,67,137,52
1208,67,76,3
1209,67,191,4
1210,67,140,5
1211,67,211,5
1212,67,183,5
1213,68,128,11
1214,68,133,3
1215,68,262,16
1216,68,135,29
1217,68,136,4
1218,68,130,6
1219,68,237,13
1220,68,276,12
1221,68,156,9
1222,68,285,4
1223,68,164,35
1224,68,178,40
1225,68,174,20
1226,68,175,25
1227,68,176,6
1228,68,179,15
1229,68,180,382
1230,68,314,4
1231,68,315,22
1232,68,69,41
1233,68,325,3
1234,68,74,3
1235,68,204,3
1236,68,77,104
1237,68,78,5
1238,68,206,17
1239,68,96,6
1240,68,226,10
1241,68,100,5
1242,68,109,22
1243,68,241,5
1244,68,242,11
1245,68,116,4
1246,68,123,10
1247,68,124,48
1248,68,125,8
1249,68,213,4
1250,69,128,19
1251,69,262,7
1252,69,135,16
1253,69,136,78
1254,69,237,26
1255,69,145,8
1256,69,276,30
1257,69,290,58
1258,69,164,46
1259,69,174,64
1260,69,175,25
1261,69,176,8
1262,69,180,44
1263,69,182,6
1264,69,314,7
1265,69,74,5
1266,69,77,33
1267,69,96,17
1268,69,225,6
1269,69,109,70
1270,69,241,51
1271,69,243,3
1272,69,249,29
1273,69,124,5
1274,70,122,14
1275,70,193,23
1276,70,75,6
1277,70,76,45
1278,70,253,31
1279,70,114,9
1280,70,183,285
1281,70,216,53
1282,70,266,6
1283,70,207,6
1284,70,170,5
1285,70,223,3
1286,71,257,3
1287,71,81,13
1288,71,73,43
1289,71,268,110
1290,71,142,3
1291,71,273,10
1292,71,248,18
1293,71,217,16
1294,71,155,8
1295,71,190,3
1296,72,82,505
1297,72,310,8
1298,72,98,3
1299,72,197,3
1300,72,201,4
1301,72,106,3
1302,72,151,5
1303,72,114,6
1304,72,226,240
1305,72,305,1404
1306,72,115,5
1307,72,307,3
1308,72,277,26
1309,72,296,3
1310,72,323,8
1311,72,314,331
1312,72,94,41
1313,73,257,3
1314,73,291,54
1315,73,293,4
1316,73,81,14
1317,73,268,45
1318,73,142,5
1319,73,273,20
1320,73,126,3
1321,73,248,9
1322,73,217,4
1323,73,155,7
1324,73,190,6
1325,73,191,3
1326,74,128,5
1327,74,130,436
1328,74,145,13
1329,74,274,3
1330,74,276,52
1331,74,156,43
1332,74,175,21
1333,74,176,3
1334,74,182,7
1335,74,180,6
1336,74,77,16
1337,74,78,4
1338,74,249,7
1339,74,90,7
1340,74,93,306
1341,74,96,47
1342,74,237,16
1343,74,116,5
1344,74,121,4
1345,75,140,15
1346,75,275,3
1347,75,165,9
1348,75,170,5
1349,75,172,67
1350,75,180,3
1351,75,308,5
1352,75,203,3
1353,75,76,10
1354,75,211,10
1355,75,216,14
1356,75,227,156
1357,75,231,202
1358,75,114,90
1359,75,118,227
1360,75,122,21
1361,75,124,141
1362,75,253,16
1363,76,275,19
1364,76,152,16
1365,76,165,7
1366,76,168,21
1367,76,266,5
1368,76,308,5
1369,76,193,3
1370,76,211,22
1371,76,217,5
1372,76,91,3
1373,76,227,131
1374,76,252,6
1375,76,114,390
1376,76,118,25
1377,76,122,69
1378,76,124,3
1379,76,253,56
1380,77,128,253
1381,77,130,3
1382,77,133,7
1383,77,262,71
1384,77,135,60
1385,77,237,782
1386,77,145,4
1387,77,274,37
1388,77,276,42
1389,77,156,18
1390,77,164,59
1391,77,174,41
1392,77,175,10
1393,77,176,7
1394,77,177,15
1395,77,180,19
1396,77,78,3
1397,77,225,4
1398,77,109,41
1399,77,241,3
1400,77,243,20
1401,77,116,5
1402,77,249,32
1403,78,128,3
1404,78,130,7
1405,78,133,47
1406,78,145,1277
1407,78,274,39
1408,78,156,28
1409,78,290,132
1410,78,167,11
1411,78,175,9
1412,78,180,15
1413,78,182,7
1414,78,90,268
1415,78,93,28
1416,78,96,8
1417,78,225,5
1418,78,243,8
1419,78,116,63
1420,79,131,5
1421,79,134,6
1422,79,138,98
1423,79,267,5
1424,79,281,60
1425,79,239,283
1426,79,160,11
1427,79,299,7
1428,79,158,6
1429,79,311,3
1430,79,215,4
1431,79,318,17
1432,79,321,5
1433,79,202,21
1434,79,207,29
1435,79,139,6
1436,79,87,11
1437,79,236,4
1438,79,111,82
1439,79,247,11
1440,79,212,990
1441,80,132,16
1442,80,134,3
1443,80,269,7
1444,80,142,12
1445,80,143,3
1446,80,144,10
1447,80,159,10
1448,80,160,4
1449,80,293,4
1450,80,324,17
1451,80,201,227
1452,80,86,4
1453,80,88,45
1454,80,272,7
1455,80,99,847
1456,80,229,20
1457,80,102,7
1458,80,103,3
1459,80,232,331
1460,80,233,20
1461,80,113,14
1462,81,268,112
1463,81,217,3
1464,82,271,4
1465,82,151,3
1466,82,180,8
1467,82,296,154
1468,82,305,21
1469,82,306,183
1470,82,307,123
1471,82,310,41
1472,82,313,7
1473,82,314,108
1474,82,197,6
1475,82,226,24
1476,82,213,18
1477,82,94,6
1478,82,98,17
1479,82,106,33
1480,82,108,4
1481,82,120,24
1482,83,287,308
1483,83,259,21
1484,83,228,3
1485,83,106,3
1486,83,271,4
1487,83,280,5
1488,83,305,6
1489,83,115,82
1490,83,307,37
1491,83,277,6
1492,83,323,5
1493,83,316,22
1494,83,286,5
1495,84,160,13
1496,84,97,311
1497,84,289,121
1498,84,134,3
1499,84,103,4
1500,84,258,3
1501,84,173,45
1502,84,302,4
1503,84,245,383
1504,84,119,225
1505,84,186,48
1506,84,251,5
1507,84,283,28
1508,85,171,8
1509,85,299,6
1510,85,205,599
1511,85,207,6
1512,85,311,15
1513,85,210,4
1514,85,131,21
1515,85,139,32
1516,85,247,43
1517,85,267,164
1518,85,318,3
1519,85,158,72
1520,85,95,5
1521,86,160,5
1522,86,144,5
1523,86,229,42
1524,86,102,12
1525,86,103,53
1526,86,104,67
1527,86,235,38
1528,86,269,4
1529,86,295,182
1530,86,232,3
1531,86,88,25
1532,86,132,6
1533,86,188,3
1534,86,324,9
1535,87,131,4
1536,87,138,3
1537,87,279,5
1538,87,281,3
1539,87,292,8
1540,87,311,154
1541,87,318,4
1542,87,321,8
1543,87,139,12
1544,87,205,10
1545,87,207,9
1546,87,212,15
1547,87,215,27
1548,87,267,16
1549,87,91,17
1550,87,111,13
1551,87,244,14
1552,87,247,84
1553,87,252,9
1554,88,132,28
1555,88,269,4
1556,88,270,4
1557,88,143,3
1558,88,272,13
1559,88,159,8
1560,88,160,4
1561,88,295,8
1562,88,232,13
1563,88,312,12
1564,88,322,8
1565,88,324,8
1566,88,201,10
1567,88,144,45
1568,88,99,11
1569,88,229,223
1570,88,102,184
1571,88,103,4
1572,88,104,253
1573,88,235,24
1574,88,113,8
1575,89,193,3
1576,89,131,119
1577,89,292,10
1578,89,211,3
1579,89,231,217
1580,89,168,3
1581,89,139,3
1582,89,157,7
1583,89,264,8
1584,89,227,41
1585,89,149,28
1586,89,284,55
1587,89,126,46
1588,89,166,3
1589,90,128,6
1590,90,130,6
1591,90,133,3
1592,90,141,5
1593,90,145,159
1594,90,274,18
1595,90,276,6
1596,90,277,24
1597,90,175,11
1598,90,156,264
1599,90,290,242
1600,90,167,51
1601,90,174,6
1602,90,180,50
1603,90,182,26
1604,90,316,3
1605,90,93,40
1606,90,96,7
1607,90,98,4
1608,90,109,3
1609,90,110,36
1610,90,243,5
1611,90,116,5
1612,90,119,4
1613,91,138,7
1614,91,215,3
1615,91,275,47
1616,91,279,4
1617,91,281,3
1618,91,294,47
1619,91,299,3
1620,91,318,128
1621,91,321,18
1622,91,139,7
1623,91,210,13
1624,91,211,20
1625,91,227,4
1626,91,231,5
1627,91,114,4
1628,91,118,4
1629,91,247,10
1630,91,248,5
1631,91,252,31
1632,91,253,21
1633,92,161,50
1634,92,200,6
1635,92,265,12
1636,92,301,15
1637,92,155,3
1638,92,157,18
1639,92,317,3
1640,93,96,16
1641,93,130,590
1642,93,290,143
1643,93,164,3
1644,93,135,5
1645,93,145,30
1646,93,167,17
1647,93,175,11
1648,93,241,4
1649,93,274,445
1650,93,276,16
1651,93,182,38
1652,93,156,11
1653,94,287,3
1654,94,98,99
1655,94,130,9
1656,94,169,14
1657,94,106,3
1658,94,305,26
1659,94,306,5
1660,94,237,8
1661,94,115,13
1662,94,307,8
