edge,from_node,to_node,duration
436,12,75,12
437,12,78,24
438,12,80,4
439,12,84,8
440,12,87,31
441,12,89,22
442,12,93,15
443,12,95,4
444,12,97,9
445,12,99,4
446,12,100,5
447,12,146,8
448,13,141,13
449,13,15,12
450,13,145,5
451,13,19,11
452,13,22,55
453,13,23,12
454,13,196,26
455,13,160,4
456,13,38,3
457,13,177,3
458,13,50,7
459,13,51,8
460,13,56,4
461,13,60,17
462,13,63,4
463,13,64,21
464,13,194,19
465,13,67,3
466,13,68,3
467,13,197,56
468,13,199,45
469,13,200,8
470,13,201,5
471,13,202,764
472,13,203,9
473,13,204,7
474,13,205,31
475,13,206,10
476,13,208,9
477,13,209,163
478,13,213,37
479,13,214,3
480,13,215,9
481,13,216,13
482,13,219,34
483,13,220,21
484,13,221,7
485,13,222,7
486,13,223,160
487,13,224,4
488,13,226,15
489,13,228,4
490,13,230,45
491,13,102,5
492,13,17,5
493,13,235,4
494,13,242,5
495,13,147,16
496,13,195,52
497,14,129,12
498,14,15,17
499,14,16,68
500,14,17,8
501,14,18,51
502,14,20,17
503,14,149,17
504,14,24,13
505,14,154,11
506,14,156,22
507,14,159,3
508,14,135,18
509,14,174,4
510,14,182,5
511,14,186,4
512,14,61,16
513,14,68,13
514,14,70,6
515,14,73,34
516,14,78,6
517,14,83,13
518,14,84,10
519,14,85,6
520,14,87,9
521,14,89,13
522,14,91,8
523,14,97,9
524,14,100,8
525,14,127,3
526,14,146,113
527,14,189,3
528,14,114,6
529,14,115,3
530,14,123,8
531,14,21,45
532,15,129,12
533,15,131,3
534,15,16,8
535,15,17,4
536,15,18,92
537,15,19,3
538,15,20,23
539,15,21,22
540,15,24,22
541,15,154,4
542,15,155,12
543,15,162,15
544,15,166,9
545,15,135,3
546,15,61,15
547,15,203,7
548,15,68,22
549,15,71,10
550,15,73,76
551,15,202,3
552,15,75,119
553,15,78,8
554,15,141,13
555,15,80,11
556,15,83,3
557,15,85,5
558,15,86,14
559,15,87,99
560,15,88,10
561,15,89,10
562,15,91,30
563,15,92,8
564,15,97,7
565,15,229,3
566,15,230,11
567,15,144,5
568,15,146,12
569,15,110,13
570,15,122,17
571,15,123,5
572,15,149,9
573,16,129,3
574,16,17,31
575,16,18,34
576,16,20,13
577,16,21,18
578,16,24,19
579,16,154,3
580,16,162,4
581,16,61,25
582,16,68,21
583,16,73,9
584,16,75,16
585,16,78,73
586,16,80,10
587,16,83,3
588,16,87,24
589,16,89,21
590,16,91,45
591,16,97,22
592,16,100,7
593,16,146,3
594,16,122,4
595,17,171,22
596,17,145,4
597,17,18,6
598,17,20,15
599,17,21,118
600,17,24,18
601,17,155,3
602,17,30,47
603,17,160,4
604,17,162,11
605,17,146,3
606,17,135,3
607,17,182,3
608,17,55,6
609,17,187,15
610,17,61,38
611,17,68,191
612,17,70,4
613,17,200,7
614,17,74,30
615,17,75,10
616,17,78,7
617,17,83,5
618,17,87,3
619,17,88,3
620,17,89,15
621,17,91,3
622,17,97,7
623,17,226,3
624,17,100,3
625,17,166,8
626,17,106,4
627,17,109,3
628,17,110,4
629,17,114,14
630,17,122,16
631,17,149,4
632,18,129,4
633,18,130,7
634,18,20,57
635,18,21,9
636,18,24,12
637,18,153,6
638,18,162,7
639,18,61,92
640,18,68,136
641,18,73,285
642,18,75,21
643,18,78,94
644,18,83,6
645,18,84,3
646,18,85,4
647,18,87,149
648,18,89,32
649,18,91,5
650,18,92,3
651,18,93,7
652,18,95,3
653,18,97,42
654,19,147,17
655,19,22,26
656,19,23,35
657,19,160,3
658,19,171,3
659,19,194,36
660,19,195,14
661,19,196,21
662,19,197,23
663,19,199,21
664,19,200,9
665,19,201,133
666,19,202,17
667,19,203,20
668,19,204,18
669,19,205,17
670,19,207,52
671,19,209,7
672,19,210,7
673,19,211,27
674,19,213,10
675,19,215,108
676,19,216,22
677,19,217,37
678,19,219,12
679,19,220,50
680,19,222,20
681,19,223,12
682,19,226,7
683,19,228,8
684,19,229,5
685,19,102,120
686,19,232,10
687,19,233,4
688,19,237,14
689,19,242,3
690,20,129,5
691,20,171,3
692,20,196,3
693,20,21,26
694,20,24,52
695,20,153,54
696,20,154,34
697,20,28,4
698,20,30,4
699,20,159,6
700,20,161,3
701,20,34,56
702,20,35,7
703,20,40,30
704,20,156,17
705,20,42,7
706,20,135,4
707,20,174,8
708,20,180,108
709,20,182,8
710,20,184,6
711,20,60,3
712,20,61,86
713,20,193,3
714,20,66,5
715,20,67,4
716,20,68,120
717,20,70,5
718,20,71,4
719,20,73,107
720,20,74,9
721,20,75,6
722,20,162,5
723,20,78,19
724,20,80,3
725,20,83,10
726,20,84,4
727,20,87,9
728,20,88,24
729,20,89,33
730,20,91,4
731,20,92,4
732,20,95,8
733,20,100,9
734,20,106,4
735,20,235,3
736,20,146,12
737,20,110,105
738,20,111,5
739,20,241,4
740,20,140,3
741,20,115,9
742,20,122,13
743,20,123,32
744,20,149,10
745,21,146,10
746,21,24,47
747,21,61,286
748,21,68,31
749,21,73,19
750,21,75,10
751,21,78,12
752,21,80,11
753,21,83,3
754,21,86,13
755,21,87,13
756,21,89,55
757,21,91,5
758,21,97,6
759,22,149,5
760,22,23,13
761,22,152,6
762,22,160,3
763,22,60,4
764,22,194,59
765,22,195,8
766,22,196,39
767,22,197,10
768,22,198,6
769,22,199,3
770,22,200,7
771,22,201,15
772,22,202,67
773,22,203,31
774,22,204,3
775,22,205,7
776,22,209,21
777,22,210,4
778,22,213,4
779,22,214,3
780,22,215,27
781,22,216,6
782,22,217,5
783,22,219,10
784,22,220,88
785,22,221,5
786,22,222,111
787,22,223,6
788,22,226,101
789,22,227,5
790,22,102,8
791,22,230,3
792,22,103,4
793,22,233,5
794,22,235,40
795,22,237,9
796,22,239,3
797,22,240,3
798,22,241,6
799,22,242,13
800,22,147,18
801,22,122,5
802,23,152,11
803,23,46,5
804,23,194,21
805,23,195,37
806,23,196,8
807,23,197,8
808,23,199,15
809,23,200,4
810,23,201,77
811,23,202,6
812,23,203,6
813,23,204,14
814,23,205,6
815,23,206,20
816,23,207,52
817,23,210,51
818,23,211,3
819,23,213,8
820,23,214,20
821,23,215,46
822,23,216,41
823,23,217,21
824,23,220,60
825,23,222,47
826,23,223,29
827,23,226,6
828,23,228,4
829,23,103,11
830,23,232,3
831,23,235,3
832,23,112,4
833,23,147,15
834,24,129,3
835,24,214,5
836,24,144,9
837,24,153,12
838,24,154,6
839,24,156,7
840,24,30,6
841,24,159,3
842,24,34,3
843,24,35,71
844,24,146,4
845,24,135,6
846,24,172,6
847,24,175,5
848,24,180,5
849,24,184,34
850,24,61,19
851,24,68,23
852,24,73,57
853,24,74,19
854,24,75,15
855,24,162,12
856,24,78,27
857,24,80,7
858,24,84,7
859,24,86,8
860,24,87,35
861,24,88,3
862,24,89,71
863,24,90,15
864,24,91,3
865,24,92,8
866,24,221,4
867,24,97,42
868,24,99,9
869,24,100,5
870,24,166,3
871,24,233,4
872,24,106,9
873,24,109,3
874,24,189,10
875,24,115,4
876,24,120,12
877,24,122,74
878,24,123,9
879,24,149,36
880,25,160,5
881,25,171,3
882,25,36,14
883,25,165,8
884,25,166,9
885,25,177,4
886,25,136,10
887,25,169,4
888,25,138,16
889,25,139,3
890,25,236,3
891,25,173,12
892,25,142,4
893,25,143,5
894,25,176,114
895,25,145,7
896,25,148,5
897,25,151,12
898,25,185,3
899,26,32,29
900,26,193,193
901,26,34,30
902,26,35,6
903,26,39,58
904,26,40,66
905,26,41,17
906,26,42,54
907,26,43,22
908,26,191,35
909,26,190,7
910,26,188,23
911,26,180,29
912,26,181,22
913,26,182,11
914,26,186,35
915,26,27,56
916,26,28,54
917,26,157,23
918,26,30,9
919,26,31,21
920,27,28,15
921,27,157,40
922,27,30,6
923,27,31,15
924,27,32,26
925,27,34,27
926,27,35,18
927,27,39,16
928,27,40,20
929,27,41,30
930,27,42,25
931,27,43,12
932,27,175,3
933,27,180,32
934,27,53,6
935,27,182,3
936,27,186,28
937,27,188,23
938,27,189,14
939,27,190,9
940,27,63,4
941,27,193,111
942,27,69,59
943,27,181,14
944,27,77,38
945,27,96,5
946,27,101,83
947,27,111,14
948,27,191,10
949,28,140,21
950,28,157,20
951,28,30,27
952,28,31,344
953,28,32,26
954,28,34,53
955,28,35,26
956,28,39,10
957,28,40,12
958,28,41,21
959,28,42,20
960,28,43,35
961,28,180,59
962,28,181,390
963,28,182,18
964,28,186,15
965,28,188,22
966,28,189,29
967,28,190,12
968,28,191,19
969,28,193,16
970,28,95,8
971,28,110,3
972,29,32,3
973,29,40,4
974,29,41,71
975,29,180,3
976,29,181,26
977,29,186,6
978,29,157,14
979,29,190,231
980,29,31,17
981,30,128,3
982,30,129,3
983,30,237,4
984,30,146,7
985,30,153,25
986,30,157,24
987,30,31,14
988,30,32,11
989,30,34,49
990,30,35,339
991,30,39,4
992,30,40,7
993,30,41,50
994,30,42,19
995,30,43,27
996,30,172,19
997,30,46,5
998,30,175,6
999,30,50,9
1000,30,51,5
1001,30,180,92
1002,30,181,12
1003,30,54,36
1004,30,183,12
1005,30,186,92
1006,30,159,107
1007,30,188,19
1008,30,189,99
1009,30,191,20
1010,30,193,12
1011,30,67,78
1012,30,68,53
1013,30,182,308
1014,30,70,6
1015,30,74,182
1016,30,76,12
1017,30,80,6
1018,30,156,6
1019,30,86,5
1020,30,90,11
1021,30,91,4
1022,30,187,3
1023,30,100,6
1024,30,101,4
1025,30,104,9
1026,30,106,5
1027,30,109,7
1028,30,114,184
1029,30,122,52
1030,30,125,3
1031,30,126,3
1032,31,157,15
1033,31,32,8
1034,31,34,20
1035,31,35,4
1036,31,39,9
1037,31,40,8
1038,31,41,12
1039,31,42,30
1040,31,43,8
1041,31,180,20
1042,31,181,44
1043,31,182,19
1044,31,186,10
1045,31,188,10
1046,31,189,4
1047,31,190,21
1048,31,191,33
1049,31,193,9
1050,32,157,67
1051,32,159,3
1052,32,161,39
1053,32,34,41
1054,32,35,10
1055,32,39,489
1056,32,40,13
1057,32,41,53
1058,32,42,11
1059,32,43,7
1060,32,179,173
1061,32,180,31
1062,32,181,25
1063,32,182,75
1064,32,186,90
1065,32,60,10
1066,32,189,17
1067,32,190,12
1068,32,191,14
1069,32,193,28
1070,32,70,4
1071,32,82,4
1072,32,101,58
1073,32,188,16
1074,32,109,29
1075,33,131,6
1076,33,71,3
1077,33,41,4
1078,33,234,4
1079,33,231,11
1080,33,141,156
1081,33,238,6
1082,33,239,16
1083,33,240,5
1084,33,88,41
1085,33,242,12
1086,33,227,19
1087,33,152,26
1088,33,45,17
1089,33,241,29
1090,33,230,6
1091,34,129,5
1092,34,156,55
1093,34,140,4
1094,34,175,7
1095,34,145,3
1096,34,146,5
1097,34,149,9
1098,34,153,4
1099,34,154,3
1100,34,193,70
1101,34,35,245
1102,34,39,83
1103,34,40,9
1104,34,41,15
1105,34,42,51
1106,34,43,37
1107,34,46,4
1108,34,157,66
1109,34,179,4
1110,34,180,280
1111,34,181,26
1112,34,54,17
1113,34,183,7
1114,34,56,3
1115,34,186,113
1116,34,159,6
1117,34,188,12
1118,34,189,32
1119,34,190,24
1120,34,191,36
1121,34,65,5
1122,34,182,40
1123,34,70,9
1124,34,74,15
1125,34,76,3
1126,34,184,6
1127,34,82,76
1128,34,163,74
1129,34,88,3
1130,34,90,5
1131,34,109,5
1132,34,110,3
1133,34,174,25
1134,34,115,27
1135,34,123,3
1136,34,127,23
1137,35,129,7
1138,35,131,3
1139,35,133,6
1140,35,146,8
1141,35,174,3
1142,35,157,72
1143,35,163,6
1144,35,39,4
1145,35,40,31
1146,35,41,32
1147,35,42,15
1148,35,43,52
1149,35,172,6
1150,35,46,7
1151,35,175,32
1152,35,50,7
1153,35,180,89
1154,35,181,19
1155,35,54,15
1156,35,55,3
1157,35,184,57
1158,35,186,76
1159,35,159,30
1160,35,60,6
1161,35,189,112
1162,35,191,31
1163,35,193,19
1164,35,203,7
1165,35,68,3
1166,35,182,41
1167,35,70,18
1168,35,74,23
1169,35,183,3
1170,35,76,10
1171,35,77,3
1172,35,80,7
1173,35,156,23
1174,35,84,4
1175,35,85,32
1176,35,86,4
1177,35,90,4
1178,35,100,3
1179,35,104,5
1180,35,188,6
1181,35,106,10
1182,35,109,5
1183,35,112,5
1184,35,241,6
1185,35,114,6
1186,35,117,34
1187,35,233,3
1188,35,123,4
1189,35,126,3
1190,35,127,3
1191,36,160,5
1192,36,219,7
1193,36,37,4
1194,36,166,4
1195,36,177,6
1196,36,137,4
1197,36,138,3
1198,36,139,4
1199,36,236,13
1200,36,142,6
1201,36,176,5
1202,36,145,12
1203,36,107,3
1204,36,148,4
1205,36,171,79
1206,36,151,43
1207,36,155,7
1208,36,106,3
1209,36,169,6
1210,37,136,5
1211,37,137,8
1212,37,138,4
1213,37,139,14
1214,37,142,18
1215,37,143,17
1216,37,145,19
1217,37,148,20
1218,37,150,63
1219,37,151,5
1220,37,155,74
1221,37,160,19
1222,37,162,3
1223,37,166,15
1224,37,169,9
1225,37,171,8
1226,37,173,6
1227,37,177,17
1228,37,185,21
1229,37,61,3
1230,37,77,5
1231,37,106,3
1232,37,236,11
1233,37,118,6
1234,38,132,3
1235,38,52,16
1236,38,66,8
1237,38,202,4
1238,38,205,10
1239,38,206,138
1240,38,207,6
1241,38,208,5
1242,38,209,10
1243,38,210,126
1244,38,211,5
1245,38,212,13
1246,38,214,9
1247,38,218,5
1248,38,221,6
1249,38,224,63
1250,38,225,33
1251,38,226,11
1252,38,228,200
1253,38,229,76
1254,38,103,7
1255,38,233,13
1256,38,235,7
1257,38,237,17
1258,39,64,5
1259,39,157,45
1260,39,40,6
1261,39,41,16
1262,39,42,10
1263,39,172,3
1264,39,179,50
1265,39,180,23
1266,39,181,20
1267,39,182,15
1268,39,186,30
1269,39,60,13
1270,39,189,14
1271,39,190,14
1272,39,191,33
1273,39,192,3
1274,39,193,52
1275,39,82,81
1276,39,163,4
1277,39,101,3
1278,39,188,14
1279,39,106,3
1280,39,115,6
1281,39,127,6
1282,40,175,3
1283,40,146,3
1284,40,154,32
1285,40,156,3
1286,40,157,27
1287,40,161,4
1288,40,42,165
1289,40,43,5
1290,40,44,45
1291,40,174,14
1292,40,179,3
1293,40,180,10
1294,40,181,4
1295,40,182,10
1296,40,186,16
1297,40,188,5
1298,40,189,24
1299,40,190,3
1300,40,191,12
1301,40,193,25
1302,40,82,4
1303,40,163,3
1304,40,101,3
1305,40,83,4
1306,40,41,21
1307,40,123,15
1308,41,131,3
1309,41,152,6
1310,41,157,29
1311,41,42,17
1312,41,43,26
1313,41,180,37
1314,41,181,10
1315,41,182,30
1316,41,186,108
1317,41,188,15
1318,41,189,31
1319,41,190,95
1320,41,191,23
1321,41,193,28
1322,42,193,16
1323,42,146,5
1324,42,154,59
1325,42,156,31
1326,42,157,10
1327,42,161,7
1328,42,163,165
1329,42,43,6
1330,42,44,8
1331,42,174,214
1332,42,175,3
1333,42,180,7
1334,42,181,13
1335,42,182,50
1336,42,186,10
1337,42,188,3
1338,42,189,3
1339,42,191,3
1340,42,192,4
1341,42,65,7
1342,42,82,12
1343,42,83,28
1344,42,96,5
1345,42,101,5
1346,42,106,8
1347,42,109,3
1348,42,123,13
1349,43,157,60
1350,43,46,5
1351,43,180,30
1352,43,181,130
1353,43,182,8
1354,43,183,4
1355,43,186,18
1356,43,188,6
1357,43,189,20
1358,43,190,7
1359,43,191,6
1360,43,193,17
1361,43,54,8
1362,43,126,3
1363,44,156,71
1364,44,157,9
1365,44,158,9
1366,44,159,25
1367,44,161,11
1368,44,163,15
1369,44,164,9
1370,44,167,37
1371,44,172,27
1372,44,174,18
1373,44,175,39
1374,44,178,16
1375,44,179,40
1376,44,182,23
1377,44,193,15
1378,44,69,21
1379,44,70,25
1380,44,72,25
1381,44,74,23
1382,44,75,10
1383,44,76,6
1384,44,79,33
1385,44,81,13
1386,44,82,53
1387,44,90,17
1388,44,94,12
1389,44,96,17
1390,44,101,23
1391,44,168,8
1392,44,170,19
1393,45,141,34
1394,45,131,13
1395,45,152,30
1396,45,157,13
1397,45,52,9
1398,45,71,14
1399,45,88,18
1400,45,98,5
1401,45,227,26
1402,45,230,38
1403,45,231,59
1404,45,105,5
1405,45,234,6
1406,45,236,3
1407,45,238,5
1408,45,239,17
1409,45,240,20
1410,45,241,15
1411,45,242,85
1412,46,64,6
1413,46,194,41
1414,46,156,3
1415,46,47,18
1416,46,48,12
1417,46,49,8
1418,46,50,10
1419,46,51,7
1420,46,53,47
1421,46,54,72
1422,46,55,103
1423,46,56,271
1424,46,57,19
1425,46,58,6
1426,46,59,6
1427,46,60,9
1428,46,62,4
1429,46,63,8
1430,46,192,19
1431,46,65,9
1432,46,66,38
1433,46,67,20
1434,46,196,29
1435,46,183,143
1436,46,226,7
1437,46,210,4
1438,46,213,3
1439,46,214,45
1440,46,220,3
1441,46,222,14
1442,46,98,10
1443,46,187,6
1444,46,104,4
1445,46,233,3
1446,46,235,17
1447,46,112,95
1448,46,121,11
1449,47,64,159
1450,47,48,27
1451,47,49,43
1452,47,50,9
1453,47,51,57
1454,47,53,24
1455,47,54,105
1456,47,55,11
1457,47,56,45
1458,47,57,82
1459,47,58,10
1460,47,59,272
1461,47,60,40
1462,47,62,31
1463,47,63,33
1464,47,192,14
1465,47,65,102
1466,47,66,27
1467,47,67,21
1468,47,183,33
1469,47,98,27
1470,47,187,12
1471,47,112,5
1472,47,121,85
1473,48,64,86
1474,48,49,10
1475,48,50,511
1476,48,51,35
1477,48,53,33
1478,48,54,20
1479,48,55,58
1480,48,56,28
1481,48,57,52
1482,48,58,25
1483,48,59,17
1484,48,60,98
1485,48,62,39
1486,48,63,16
1487,48,192,114
1488,48,65,15
1489,48,66,28
1490,48,67,492
1491,48,183,37
1492,48,96,4
1493,48,98,113
1494,48,187,10
1495,48,107,3
1496,48,108,3
1497,48,112,31
1498,48,121,112
1499,49,64,31
1500,49,152,105
1501,49,50,35
1502,49,51,75
1503,49,53,19
1504,49,54,6
1505,49,55,13
1506,49,56,202
1507,49,57,36
1508,49,58,7
1509,49,59,40
1510,49,60,28
1511,49,62,21
1512,49,63,133
1513,49,192,3
1514,49,65,22
1515,49,66,66
1516,49,67,36
1517,49,202,3
1518,49,183,55
1519,49,226,4
1520,49,207,40
1521,49,209,4
1522,49,210,32
1523,49,214,4
1524,49,88,3
1525,49,220,3
1526,49,98,86
1527,49,187,34
1528,49,229,3
1529,49,103,6
1530,49,235,3
1531,49,112,106
1532,49,241,48
1533,49,242,3
1534,49,121,34
1535,50,128,14
1536,50,192,196
1537,50,145,8
1538,50,131,3
1539,50,152,4
1540,50,175,23
1541,50,160,3
1542,50,241,8
1543,50,172,14
1544,50,51,249
1545,50,53,14
1546,50,54,13
1547,50,55,14
1548,50,56,67
1549,50,57,11
1550,50,58,36
1551,50,59,32
1552,50,60,23
1553,50,62,13
1554,50,63,15
1555,50,64,72
1556,50,65,13
1557,50,66,119
1558,50,67,172
1559,50,196,3
1560,50,70,82
1561,50,202,9
1562,50,183,18
1563,50,205,3
1564,50,209,6
1565,50,210,5
1566,50,227,4
1567,50,88,6
1568,50,89,4
1569,50,219,3
1570,50,220,6
1571,50,98,88
1572,50,187,203
1573,50,230,9
1574,50,103,5
1575,50,104,4
1576,50,106,4
1577,50,109,4
1578,50,111,13
1579,50,112,16
1580,50,113,8
1581,50,114,6
1582,50,115,4
1583,50,117,4
1584,50,119,8
1585,50,121,102
1586,50,125,3
1587,51,128,4
1588,51,192,73
1589,51,145,8
1590,51,146,4
1591,51,152,6
1592,51,175,43
1593,51,156,3
1594,51,160,5
1595,51,177,5
1596,51,172,3
1597,51,53,50
1598,51,54,42
1599,51,55,26
1600,51,56,22
1601,51,57,10
1602,51,58,8
1603,51,59,22
1604,51,60,19
1605,51,189,6
1606,51,62,12
1607,51,63,62
1608,51,64,596
1609,51,65,202
1610,51,66,50
1611,51,67,53
1612,51,69,3
1613,51,202,20
1614,51,183,33
1615,51,80,5
1616,51,209,16
1617,51,210,5
1618,51,86,5
1619,51,96,4
1620,51,98,48
1621,51,187,59
1622,51,101,3
1623,51,230,4
1624,51,106,38
1625,51,112,85
1626,51,114,12
1627,51,115,4
1628,51,117,11
1629,51,119,15
1630,51,121,8
1631,51,125,3
1632,51,126,4
1633,52,147,19
1634,52,157,3
1635,52,75,3
1636,52,226,31
1637,52,206,47
1638,52,207,23
1639,52,208,32
1640,52,209,17
1641,52,210,57
1642,52,211,31
1643,52,212,23
1644,52,214,37
1645,52,87,3
1646,52,217,15
1647,52,218,15
1648,52,221,8
1649,52,224,19
1650,52,225,29
1651,52,98,4
1652,52,228,31
1653,52,229,11
1654,52,103,38
1655,52,233,21
1656,52,235,36
1657,52,237,11
1658,53,64,6
1659,53,144,4
1660,53,54,14
1661,53,55,40
1662,53,56,52
1663,53,57,29
